date/time,settlement id,type,order id,sku,description,quantity,marketplace,account type,fulfillment,order city,order state,order postal,tax collection model,product sales,product sales tax,shipping credits,shipping credits tax,gift wrap credits,giftwrap credits tax,promotional rebates,promotional rebates tax,marketplace withheld tax,selling fees,fba fees,other transaction fees,other,total
"Jul 1, 2021 7:27:04 AM PDT",14414331861,Order,114-3732393-5332219,S&L-ARS-198-Cuticle-Scissors,ARSUK Professional Stainless Steel Finger Toe Nail Scissors Curved Manicure Cuticle Scissors,1,amazon.com,Standard Orders,Amazon,Warrington,PA,18976,MarketplaceFacilitator,4.34,0.26,0,0,0,0,0,0,-0.26,-0.78,-2.16,0,0,1.4
"Jul 1, 2021 8:51:23 AM PDT",14414331861,Order,112-8607511-7647457,EU_5xpp_SpeedLoader-155_BLK,ARSUK Airsoft BB Speedloader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine (155 Rd BB Loader Black),1,amazon.com,Standard Orders,Amazon,BOONVILLE,CA,95415-9103,MarketplaceFacilitator,7.29,0.57,0,0,0,0,0,0,-0.57,-1.31,-3.47,0,0,2.51
"Jul 1, 2021 12:23:30 PM PDT",14414331861,Order,113-0529919-4782639,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,CAPE CORAL,FL,33914-6006,,4.19,0,0,0,0,0,0,0,0,-0.76,-2.16,0,0,1.27
"Jul 1, 2021 1:23:06 PM PDT",14414331861,Order,112-7629101-9581014,EU_Speed_Loader_90_rounds_BLK_Cxpp,ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine,3,amazon.com,Standard Orders,Amazon,CHESTERHILL,OH,43728-9050,MarketplaceFacilitator,19.17,1.38,1.61,0.12,0,0,0,0,-1.5,-3.46,-12.02,0,0,5.3
"Jul 1, 2021 2:42:38 PM PDT",14414331861,Order,112-5877356-4417004,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,SAN JOSE,CA,95120-1848,MarketplaceFacilitator,4.99,0.47,0,0,0,0,0,0,-0.47,-0.48,-3.47,0,0,1.04
"Jul 1, 2021 3:37:36 PM PDT",14414331861,Order,111-0993520-6051467,S&L-FBA-USA-1190-Fancy-Gold,"Embroidery Scissors Sewing Sharp Shears fabric crafting scissor for Threading Art Home crafts, Office Work, Vintage stork style safety Needlework Cros",1,amazon.com,Standard Orders,Amazon,TY TY,GEORGIA,31795-3737,MarketplaceFacilitator,4.99,0.4,5.99,0,0,0,-5.99,0,-0.4,-0.9,-2.16,0,0,1.93
"Jul 1, 2021 3:56:50 PM PDT",14414331861,Order,111-2402074-4121030,EU_Speed_Loader_90_rounds_BLK_Cxpp,ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine,1,amazon.com,Standard Orders,Amazon,ONARGA,IL,60955-8734,MarketplaceFacilitator,6.39,0.42,5.99,0,0,0,-5.99,0,-0.42,-1.15,-3.47,0,0,1.77
"Jul 1, 2021 5:17:14 PM PDT",14414331861,Order,113-1107696-1083463,FBA_Dx66_oe-Nail-Scissor-ARS037,ARSUK Nail Scissors Toe Cuticle Cutter Trimmer for Fingernails Men and Women Pedicure Beauty Tools Stainless Steel (Nail Scissors Style 3),1,amazon.com,Standard Orders,Amazon,Trujillo Alto,,976,MarketplaceFacilitator,4.39,0.5,0,0,0,0,0,0,-0.5,-0.42,-2.7,0,0,1.27
"Jul 1, 2021 5:21:28 PM PDT",14414331861,Order,112-9225796-4405022,FBA_4PP_10pc_Glow_inthedark_Marbles,ARSUK 10pcs Large Handmade Glow in The Dark Doted Style Glass Marbles Sports Toys & Outdoor (10 Pcs Glow in The Dark Marbles),1,amazon.com,Standard Orders,Amazon,BEVERLY HILLS,MI,48025-4044,MarketplaceFacilitator,12.49,0.75,0,0,0,0,0,0,-0.75,-2.24,-3.64,0,0,6.61
"Jul 1, 2021 6:07:31 PM PDT",14414331861,Order,111-9616552-2085826,S&L-ARS-198-Cuticle-Scissors,ARSUK Professional Stainless Steel Finger Toe Nail Scissors Curved Manicure Cuticle Scissors,1,amazon.com,Standard Orders,Amazon,CHAPEL HILL,NC,27516-9027,MarketplaceFacilitator,4.34,0.33,0,0,0,0,0,0,-0.33,-0.78,-2.16,0,0,1.4
"Jul 1, 2021 7:24:06 PM PDT",14414331861,Order,114-0814457-8909862,EU_Speed_Loader_90_rounds_BLK_Cxpp,ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine,1,amazon.com,Standard Orders,Amazon,Ashland,KY,41102,MarketplaceFacilitator,6.39,0.38,0,0,0,0,0,0,-0.38,-1.15,-3.47,0,0,1.77
"Jul 1, 2021 11:55:13 PM PDT",14414331861,Order,111-8822055-2116253,USA_S & L_Speedloader 90 Rd BLK,"ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Air Rifles, Gun, Pistol Magazine",1,amazon.com,Standard Orders,Amazon,COPPERAS COVE,TX,76522-3050,MarketplaceFacilitator,6.39,0.53,5.99,0,0,0,-5.99,0,-0.53,-1.15,-2.35,0,0,2.89
"Jul 2, 2021 12:02:41 AM PDT",14414331861,Order,111-8761504-5754667,USA_S&L_BB_loader 90 Rd Clear,ARSUK Airsoft BB Speedloader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine (BB Loader 90 Transparent),1,amazon.com,Standard Orders,Amazon,BAKERSFIELD,CA,93311-4918,MarketplaceFacilitator,6.19,0.51,0,0,0,0,0,0,-0.51,-1.12,-2.16,0,0,2.91
"Jul 2, 2021 1:19:42 AM PDT",14414331861,Order,111-7216865-5509017,S&L-ARS-198-Cuticle-Scissors,ARSUK Professional Stainless Steel Finger Toe Nail Scissors Curved Manicure Cuticle Scissors,1,amazon.com,Standard Orders,Amazon,SARASOTA,FL,34231-8231,MarketplaceFacilitator,4.34,0.3,0,0,0,0,0,0,-0.3,-0.78,-2.16,0,0,1.4
"Jul 2, 2021 3:32:43 AM PDT",14414331861,Order,114-2604582-8923463,EU_5xpp_SpeedLoader-155_BLK,ARSUK Airsoft BB Speedloader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine (155 Rd BB Loader Black),1,amazon.com,Standard Orders,Amazon,LITTLE CANADA,MN,55117-2093,MarketplaceFacilitator,7.29,0.54,5.99,0.44,0,0,0,0,-0.98,-1.31,-9.46,0,0,2.51
"Jul 2, 2021 4:55:08 AM PDT",14414331861,Order,112-7641710-1700242,USA_S & L_Speedloader 90 Rd BLK,"ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Air Rifles, Gun, Pistol Magazine",1,amazon.com,Standard Orders,Amazon,STATEN ISLAND,NEW YORK,10309-1903,MarketplaceFacilitator,6.39,0.57,0,0,0,0,0,0,-0.57,-1.15,-2.35,0,0,2.89
"Jul 2, 2021 5:43:54 AM PDT",14414331861,Service Fee,,,Cost of Advertising,,,Standard Orders,,,,,,0,0,0,0,0,0,0,0,0,0,0,-284.76,-56.95,-341.71
"Jul 2, 2021 7:18:00 AM PDT",14414331861,Order,111-0105204-4125059,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,BROADLANDS,VA,20148-4003,MarketplaceFacilitator,4.19,0.25,0,0,0,0,0,0,-0.25,-0.76,-2.16,0,0,1.27
"Jul 2, 2021 8:00:17 AM PDT",14414331861,Order,111-5414530-4749834,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,HAMILTON,MI,49419-8541,MarketplaceFacilitator,4.19,0.25,0,0,0,0,0,0,-0.25,-0.76,-2.16,0,0,1.27
"Jul 2, 2021 8:46:58 AM PDT",14414331861,Order,113-8654501-7846610,S&L-ARS-198-Cuticle-Scissors,ARSUK Professional Stainless Steel Finger Toe Nail Scissors Curved Manicure Cuticle Scissors,1,amazon.com,Standard Orders,Amazon,East Point,Ga,30344,MarketplaceFacilitator,4.34,0.34,0,0,0,0,0,0,-0.34,-0.78,-2.16,0,0,1.4
"Jul 2, 2021 11:37:16 AM PDT",14414331861,Order,114-7240661-2457803,S&L-ARS-198-Cuticle-Scissors,ARSUK Professional Stainless Steel Finger Toe Nail Scissors Curved Manicure Cuticle Scissors,1,amazon.com,Standard Orders,Amazon,SYLMAR,CA,91342-6031,MarketplaceFacilitator,4.34,0.41,0,0,0,0,0,0,-0.41,-0.78,-2.16,0,0,1.4
"Jul 2, 2021 7:25:25 PM PDT",14414331861,Order,111-3964993-6989857,USA_TMI-1302-2_Green_Tweezer,"Slant Eyebrow Tweezers for Women - Professional Stainless Steel Tweezer, Best Tweezers for Eyebrows - Great Precision Facial Hair Remover, Ingrown Hai",1,amazon.com,Standard Orders,Amazon,RACINE,WI,53405-2838,MarketplaceFacilitator,4.49,0.22,0,0,0,0,0,0,-0.22,-0.8,-2.7,0,0,0.99
"Jul 2, 2021 7:56:55 PM PDT",14414331861,Order,111-7956987-1405022,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,WINDERMERE,FL,34786-6772,MarketplaceFacilitator,4.99,0.32,0,0,0,0,0,0,-0.32,-0.48,-3.47,0,0,1.04
"Jul 2, 2021 8:31:07 PM PDT",14414331861,Order,111-3603985-4722636,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",4,amazon.com,Standard Orders,Amazon,SAUSALITO,CA,94965-1917,MarketplaceFacilitator,16.76,1.48,0,0,0,0,0,0,-1.48,-3.02,-8.64,0,0,5.1
"Jul 2, 2021 8:37:49 PM PDT",14414331861,Order,112-0893278-8508212,FBA_4PP_10pc_Glow_inthedark_Marbles,ARSUK 10pcs Large Handmade Glow in The Dark Doted Style Glass Marbles Sports Toys & Outdoor (10 Pcs Glow in The Dark Marbles),1,amazon.com,Standard Orders,Amazon,UPPER ARLINGTON,OH,43221-1262,MarketplaceFacilitator,12.49,0.94,0,0,0,0,0,0,-0.94,-2.24,-3.64,0,0,6.61
"Jul 3, 2021 3:23:13 AM PDT",14414331861,Order,112-7958328-1089846,S&L-ARS-198-Cuticle-Scissors,ARSUK Professional Stainless Steel Finger Toe Nail Scissors Curved Manicure Cuticle Scissors,1,amazon.com,Standard Orders,Amazon,CENTRALIA,WA,98531-5516,MarketplaceFacilitator,4.34,0.36,0,0,0,0,0,0,-0.36,-0.78,-2.16,0,0,1.4
"Jul 3, 2021 5:14:26 AM PDT",14414331861,Order,114-3801740-9409010,S&L-FBA-USA-1190-Fancy-Gold,"Embroidery Scissors Sewing Sharp Shears fabric crafting scissor for Threading Art Home crafts, Office Work, Vintage stork style safety Needlework Cros",1,amazon.com,Standard Orders,Amazon,PHILADELPHIA,PA,19154-1808,MarketplaceFacilitator,4.99,0.3,0,0,0,0,0,0,-0.3,-0.9,-2.16,0,0,1.93
"Jul 3, 2021 5:19:42 AM PDT",14414331861,Order,112-9119370-9240214,USA_S & L_Speedloader 90 Rd BLK,"ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Air Rifles, Gun, Pistol Magazine",1,amazon.com,Standard Orders,Amazon,SCHOHARIE,NY,12157-2107,MarketplaceFacilitator,6.39,0.51,0,0,0,0,0,0,-0.51,-1.15,-2.35,0,0,2.89
"Jul 3, 2021 5:31:42 AM PDT",14414331861,Order,113-8057422-9186665,USA_S & L_Speedloader 90 Rd BLK,"ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Air Rifles, Gun, Pistol Magazine",1,amazon.com,Standard Orders,Amazon,WATERLOO,IA,50702-3009,MarketplaceFacilitator,6.39,0.45,5.99,0,0,0,-5.99,0,-0.45,-1.15,-2.35,0,0,2.89
"Jul 3, 2021 8:52:30 AM PDT",14414331861,Order,111-0664698-0125853,S&L-FBA-USA-1190-Fancy-Gold,"Embroidery Scissors Sewing Sharp Shears fabric crafting scissor for Threading Art Home crafts, Office Work, Vintage stork style safety Needlework Cros",1,amazon.com,Standard Orders,Amazon,FRESNO,CA,93705-2140,MarketplaceFacilitator,4.99,0.42,5.99,0,0,0,-5.99,0,-0.42,-0.9,-2.16,0,0,1.93
"Jul 3, 2021 9:17:14 AM PDT",14414331861,Order,112-9852584-3577803,SML_BBs_0.20g_1K_Bio_Bag_WHT,"ARSUK Airsoft BB Pellets 6mm 0.20g High-Grade Paintball Softair Ammunition for BBS Air Rifles, Pistols, Guns, and Airsoft Magazines Bullets",1,amazon.com,Standard Orders,Amazon,Lockport,IL,60441,MarketplaceFacilitator,7.39,0.59,0,0,0,0,0,0,-0.59,-1.33,-2.6,0,0,3.46
"Jul 3, 2021 3:53:57 PM PDT",14414331861,Order,114-0275591-2737074,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,NAPLES,FL,34108-1846,MarketplaceFacilitator,4.19,0.29,0,0,0,0,0,0,-0.29,-0.76,-2.16,0,0,1.27
"Jul 3, 2021 6:33:36 PM PDT",14414331861,Order,112-0816320-4360232,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,FREDERICKSBURG,VA,22405-2795,MarketplaceFacilitator,4.19,0.22,0,0,0,0,0,0,-0.22,-0.76,-2.16,0,0,1.27
"Jul 3, 2021 10:10:23 PM PDT",14414331861,Order,112-7793488-9954638,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,KILLEEN,TX,76542-5646,MarketplaceFacilitator,4.99,0.41,0,0,0,0,0,0,-0.41,-0.48,-3.47,0,0,1.04
"Jul 3, 2021 11:46:33 PM PDT",14414331861,Order,112-2268030-2610624,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",4,amazon.com,Standard Orders,Amazon,RANDLEMAN,NC,27317-9748,MarketplaceFacilitator,16.76,1.16,0,0,0,0,0,0,-1.16,-3.02,-8.64,0,0,5.1
"Jul 3, 2021 11:56:33 PM PDT",14414331861,Order,113-7085733-2026660,EU_Speed_Loader_90_rounds_BLK_Cxpp,ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine,1,amazon.com,Standard Orders,Amazon,EAGLE,ID,83616-3614,MarketplaceFacilitator,6.39,0.38,0,0,0,0,0,0,-0.38,-1.15,-3.47,0,0,1.77
"Jul 4, 2021 12:08:27 AM PDT",14414331861,Order,112-4742144-4689823,FBA_4PP_10pc_Glow_inthedark_Marbles,ARSUK 10pcs Large Handmade Glow in The Dark Doted Style Glass Marbles Sports Toys & Outdoor (10 Pcs Glow in The Dark Marbles),1,amazon.com,Standard Orders,Amazon,Tulsa,OK,74133,MarketplaceFacilitator,12.49,1.06,0,0,0,0,0,0,-1.06,-2.24,-3.64,0,0,6.61
"Jul 4, 2021 12:19:54 AM PDT",14414331861,Order,112-9188610-9717830,S&L-ARS-198-Cuticle-Scissors,ARSUK Professional Stainless Steel Finger Toe Nail Scissors Curved Manicure Cuticle Scissors,1,amazon.com,Standard Orders,Amazon,GRAYSON,KY,41143-1920,MarketplaceFacilitator,4.34,0.26,0,0,0,0,0,0,-0.26,-0.78,-2.16,0,0,1.4
"Jul 4, 2021 1:18:10 AM PDT",14414331861,Order,114-2141221-3676246,FBA_4PP_10pc_Glow_inthedark_Marbles,ARSUK 10pcs Large Handmade Glow in The Dark Doted Style Glass Marbles Sports Toys & Outdoor (10 Pcs Glow in The Dark Marbles),1,amazon.com,Standard Orders,Amazon,West Yarmouth,MA,2673,MarketplaceFacilitator,12.49,0.78,0,0,0,0,0,0,-0.78,-2.24,-3.64,0,0,6.61
"Jul 4, 2021 1:41:48 AM PDT",14414331861,Order,111-2903230-6880267,FBA-USA-1207-Pink-Zebra,"ARSUK Embroidery Scissors Sewing Sharp Shears fabric crafting scissor for Threading Art Home crafts, Office Work, Stainless steel Vintage stork style",1,amazon.com,Standard Orders,Amazon,MARIETTA,GA,30068-5204,MarketplaceFacilitator,4.99,0.3,0.34,0,0,0,-0.34,0,-0.3,-0.9,-2.7,0,0,1.39
"Jul 4, 2021 1:56:14 AM PDT",14414331861,Order,111-3603985-4722636,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",6,amazon.com,Standard Orders,Amazon,SAUSALITO,CA,94965-1917,MarketplaceFacilitator,25.14,2.22,0,0,0,0,0,0,-2.22,-4.54,-12.96,0,0,7.64
"Jul 4, 2021 2:17:52 AM PDT",14414331861,Order,114-1663393-2383444,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,1,amazon.com,Standard Orders,Amazon,lancaster,new york,14086,MarketplaceFacilitator,4.99,0.44,0,0,0,0,0,0,-0.44,-0.48,-3.47,0,0,1.04
"Jul 4, 2021 3:09:54 AM PDT",14414331861,Order,111-7992939-4208225,S&L-ARS-198-Cuticle-Scissors,ARSUK Professional Stainless Steel Finger Toe Nail Scissors Curved Manicure Cuticle Scissors,2,amazon.com,Standard Orders,Amazon,BUFFALO GROVE,IL,60089-1245,MarketplaceFacilitator,8.68,0.7,0,0,0,0,0,0,-0.7,-1.56,-4.32,0,0,2.8
"Jul 4, 2021 7:10:28 AM PDT",14414331861,Order,113-3903920-7987419,FBA-JxII-1499-DENTAL-MIRROR,2 Pieces Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools,4,amazon.com,Standard Orders,Amazon,FAYETTEVILLE,AR,72703-5293,MarketplaceFacilitator,19.96,1.96,0,0,0,0,0,0,-1.96,-1.92,-13.88,0,0,4.16
"Jul 4, 2021 8:36:31 AM PDT",14414331861,Refund,111-1666233-5847467,FBA_Cx7D_ARS207/TMI-1498_dental mirror,Dental Mouth Mirror Anti-Fog Oral Mirror Teeth Mouth Dental Mirror Teeth Inspection Mirror Curve Angle Dentist Oral Care Tool Home Use Tools (Dental M,1,amazon.com,Standard Orders,Amazon,Lompoc,CA,93436,MarketplaceFacilitator,0,0,-5.99,-0.52,0,0,0,0,0.52,0,5.99,0,0,0
"Jul 4, 2021 9:20:57 AM PDT",14414331861,Order,113-2548740-3552235,S&L-ARS-198-Cuticle-Scissors,ARSUK Professional Stainless Steel Finger Toe Nail Scissors Curved Manicure Cuticle Scissors,1,amazon.com,Standard Orders,Amazon,TRENTON,NJ,08611-1961,MarketplaceFacilitator,4.34,0.29,0,0,0,0,0,0,-0.29,-0.78,-2.16,0,0,1.4
"Jul 4, 2021 9:42:08 AM PDT",14414331861,Order,111-0898558-0813005,FBA-USA-1197-Stork-Black-White,"Embroidery Scissors Sewing Sharp Shears fabric crafting scissor for Threading Art Home crafts, Office Work, Vintage stork style safety Needlework Cros",1,amazon.com,Standard Orders,Amazon,WEYMOUTH,MA,02188-1438,MarketplaceFacilitator,3.99,0.25,0.04,0,0,0,-0.04,0,-0.25,-0.72,-2.7,0,0,0.57
"Jul 4, 2021 3:44:57 PM PDT",14414331861,Adjustment,112-3871205-6831455,EU_neck&Desk_MAGNIFIER-MG11B-1,FBA Inventory Reimbursement - Customer Return,1,,Standard Orders,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8.42,8.42
"Jul 5, 2021 2:08:06 AM PDT",14414331861,Order,111-4504416-6312236,USA_TMI-1302-5_Red_Tweezer,"Slant Eyebrow Tweezers for Women - Professional Stainless Steel Tweezer, Best Tweezers for Eyebrows - Great Precision Facial Hair Remover, Ingrown Hai",1,amazon.com,Standard Orders,Amazon,ELKTON,VA,22827-3818,MarketplaceFacilitator,3.99,0.21,0,0,0,0,0,0,-0.21,-0.72,-2.7,0,0,0.57
"Jul 5, 2021 3:32:40 AM PDT",14414331861,Order,111-4463835-6069048,FBA-ARS-218_ToothScalar,"Joy Pet 6-1/2-Inch Double Headed Tarter Remover/Scraper, Stainless",1,amazon.com,Standard Orders,Amazon,Springdale,Arkansas,72762,MarketplaceFacilitator,4.19,0.41,0,0,0,0,0,0,-0.41,-0.76,-2.16,0,0,1.27
"Jul 5, 2021 3:37:00 AM PDT",14414331861,Order,111-2111086-8093045,S&L-ARS-198-Cuticle-Scissors,ARSUK Professional Stainless Steel Finger Toe Nail Scissors Curved Manicure Cuticle Scissors,1,amazon.com,Standard Orders,Amazon,MISSOURI CITY,TEXAS,77459-1139,MarketplaceFacilitator,4.34,0.27,0,0,0,0,0,0,-0.27,-0.78,-2.16,0,0,1.4
"Jul 5, 2021 5:23:34 AM PDT",14414331861,Order,111-9836915-4311453,EU_Speed_Loader_90_rounds_BLK_Cxpp,ARSUK Airsoft BB Speed Loader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine,1,amazon.com,Standard Orders,Amazon,SANTA ROSA,CA,95401-6344,MarketplaceFacilitator,6.39,0.59,0,0,0,0,0,0,-0.59,-1.15,-3.47,0,0,1.77
"Jul 5, 2021 8:39:22 AM PDT",14414331861,Order,112-0317644-9728208,USA_S&L_BB_loader 90 Rd Clear,ARSUK Airsoft BB Speedloader 90 Round Black Plastic for 6mm BBS Gun Pistol Magazine (BB Loader 90 Transparent),1,amazon.com,Standard Orders,Amazon,HOUSTON,TX,77072-2395,MarketplaceFacilitator,6.19,0.51,0,0,0,0,0,0,-0.51,-1.12,-2.16,0,0,2.91
"Jul 5, 2021 10:49:23 AM PDT",14414331861,Adjustment,112-8292511-1644247,EU_3xpp_speedloader90_black,FBA Inventory Reimbursement - Customer Return,1,,Standard Orders,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2.47,2.47
"Jul 5, 2021 2:41:42 PM PDT",14414331861,Order,114-8440388-1890630,FBA_4PP_10pc_Glow_inthedark_Marbles,ARSUK 10pcs Large Handmade Glow in The Dark Doted Style Glass Marbles Sports Toys & Outdoor (10 Pcs Glow in The Dark Marbles),1,amazon.com,Standard Orders,Amazon,ALBANY,OR,97322-8546,,12.49,0,0,0,0,0,0,0,0,-2.24,-3.64,0,0,6.61
"Jul 5, 2021 3:03:14 PM PDT",14414331861,Order,111-6455855-6989829,SML_BBs_0.20g_1K_Bio_Bag_WHT,"ARSUK Airsoft BB Pellets 6mm 0.20g High-Grade Paintball Softair Ammunition for BBS Air Rifles, Pistols, Guns, and Airsoft Magazines Bullets",1,amazon.com,Standard Orders,Amazon,Suwanee,Ga,30024,MarketplaceFacilitator,7.39,0.44,0,0,0,0,0,0,-0.44,-1.33,-2.6,0,0,3.46
