date/heure,numéro de versement,type,numéro de la commande,sku,description,quantité,Marketplace,traitement,ville d'où provient la commande,Région d'où provient la commande,code postal de la commande,Modèle de perception des taxes,ventes de produits,Taxes sur la vente des produits,crédits d'expédition,taxe sur les crédits d’expédition,crédits sur l'emballage cadeau,Taxes sur les crédits cadeaux,Rabais promotionnels,Taxes sur les remises promotionnelles,Taxes retenues sur le site de vente,frais de vente,Frais Expédié par Amazon,autres frais de transaction,autre,total
1 sep 2021 01:15:20 UTC,16121668552,Commande,405-2497974-9497144,FBA_8pcs-plastic-box-Small,ARSUK Repas de Bébé Boîtes de Conservation. BPA en plastique Alimentation réutilisable récipient hermétique Boîtes avec couvercle empilable au,1,amazon.fr,Amazon,toulon,,83100,MarketplaceFacilitator,8.74,1.75,1.38,0.28,0,0,-1.38,-0.28,-1.75,-1.62,-3.95,0,0,3.17
1 sep 2021 01:47:24 UTC,16121668552,Commande,406-7692912-1865900,FBA_A0xpp_Apple_peeler_Green,ARSUK 3 en 1 Apple Éplucheur trancheuse Dicer Fruit Pomme de cuisine de pommes de terre évider machine Cutter (Vert),1,amazon.fr,Amazon,OHEY,,5350,MarketplaceFacilitator,12.49,2.62,0,0,0,0,0,0,-2.62,-2.33,-5.46,0,0,4.7
1 sep 2021 03:17:47 UTC,16121668552,Commande,406-0853194-6534722,FR-S&L-FBA-TMI-1190-Fancy-Gold-Scissor,Ciseaux à Broder.Ciseaux à professionnel Coudre pour Petit Grue. Acier Inoxydable. mini Style Vintage.pour Broderie. Aiguille. Couture. Bricolages e,1,amazon.fr,Amazon,Andiran,,47170,MarketplaceFacilitator,4.2,0.84,0,0,0,0,0,0,-0.84,-0.42,-2.37,0,0,1.41
1 sep 2021 03:31:19 UTC,16121668552,Commande,404-5759104-5634758,FBA_Green_Mop&Bucket_Set_Code:R-3S,ARSUK Ensemble Seau Essoreur et Balai à Franges en Microfibre. Seau Démontable et Vadrouille Magique Rotatif à 360° avec 2 Balai Remplaçable,1,amazon.fr,Amazon,COTIGNAC,,83570,MarketplaceFacilitator,27.91,5.58,0,0,0,0,0,0,-5.58,-5.17,-11.75,0,0,10.99
1 sep 2021 07:29:03 UTC,16121668552,Commande,407-9982717-1391551,FBA_6xppBabyContainerARS-78805Medium8pcs,ARSUK Pots de conservation de Alimentation Bébé. BPA en plastique réutilisable hermétique Boîtes avec couvercle empilable au micro-ondes congéla,1,amazon.fr,Amazon,selonnet,,4140,MarketplaceFacilitator,9.99,2,0,0,0,0,0,0,-2,-1.85,-4.72,0,0,3.42
1 sep 2021 09:06:33 UTC,16121668552,Commande,407-4783713-2596349,FBA-DxD9_Small-120ml_Containers(16pc),ARSUK BPA en plastique réutilisable récipient hermétique conteneurs avec couvercle empilable au micro-ondes congélateur au lave-vaisselle Lunch Bo,1,amazon.fr,Amazon,PAU,,64000,MarketplaceFacilitator,12.49,2.5,0,0,0,0,0,0,-2.5,-2.32,-4.72,0,0,5.45
1 sep 2021 09:48:29 UTC,16121668552,Commande,406-4462645-7149145,FBA_27W_Replacement_Bulb_Expp,ARSUK 27W Ampoule Fluorescente de Rechange (6500 K) 4-pin. pour à lumière du jour Lampe de Bureau. de Lecture,1,amazon.fr,Amazon,Gujan Mestras,,33470,MarketplaceFacilitator,13.32,2.67,0,0,0,0,0,0,-2.67,-2.47,-3.95,0,0,6.9
1 sep 2021 10:36:00 UTC,16121668552,Commande,404-0576040-0216344,FBA-5x7p_ARS04-TP Clear-2xPacks,ARSUK Galets Décoratifs en Verre. Pierres Perles Arrondies. Pierres. Gemmes (200 pcs / 1kg Galets Transparents),1,amazon.fr,Amazon,Lesigny,Seine et Marne,77150,MarketplaceFacilitator,8.37,1.68,0.42,0.08,0,0,-0.42,-0.08,-1.68,-1.55,-5.68,0,0,1.14
1 sep 2021 10:40:34 UTC,16121668552,Commande,403-3467317-1276345,FBA_greenApple_peeler_Hx99,ARSUK Éplucheur de Pomme Légume Fruit Poire Patate Éplucheuse Carottier Coupeur Trancheur Machine à éplucher Noyau Enlèvement Outil,1,amazon.fr,Amazon,La Tremblade,France,17390,MarketplaceFacilitator,12.49,2.5,0,0,0,0,0,0,-2.5,-2.32,-5.46,0,0,4.71
1 sep 2021 11:26:24 UTC,16121668552,Commande,403-9363004-9216322,PAN-EU-FBA-TMI-1302-2-Green-Tweezers,ARSUK Pinces à épiler. Bince Brucelle Professionnelle Épilation des Sourcil. Pincettes pour Sourcils. epilation epilateur de précision pour Les Po,1,amazon.fr,Amazon,gilocourt,,60129,MarketplaceFacilitator,4.16,0.83,0,0,0,0,0,0,-0.83,-0.77,-2.37,0,0,1.02
1 sep 2021 13:30:02 UTC,16121668552,Commande,171-8052725-8950761,Speed-loader-90-pellets-BLACK-4X99,ARSUK Airsoft Plastic 90 Count Round Speed Loader for 6mm BB Pellets (90 Rounds Transparent),1,amazon.fr,Vendeur,Rouen,,76100,MarketplaceFacilitator,7.5,1.5,18.33,3.67,0,0,0,0,-5.17,-4.79,0,0,0,21.04
1 sep 2021 14:38:39 UTC,16121668552,Commande,404-4287264-2661143,FR-S&L-FBA-1187-Stork-Gold,Ciseaux à Broder.Ciseaux à professionnel Coudre pour Petit Grue. Acier Inoxydable. mini Style Vintage.pour Broderie. Aiguille. Couture. Bricolages e,1,amazon.fr,Amazon,poitiers,,86000,MarketplaceFacilitator,3.7,0.74,0,0,0,0,0,0,-0.74,-0.37,-3.96,0,0,-0.63
1 sep 2021 14:48:40 UTC,16121668552,Commande,171-6380044-1339513,FR-S&L-FBA-TMI-1190-Fancy-Gold-Scissor,Ciseaux à Broder.Ciseaux à professionnel Coudre pour Petit Grue. Acier Inoxydable. mini Style Vintage.pour Broderie. Aiguille. Couture. Bricolages e,1,amazon.fr,Amazon,Graulhet,,81300,MarketplaceFacilitator,4.2,0.84,0,0,0,0,0,0,-0.84,-0.42,-2.37,0,0,1.41
1 sep 2021 15:06:53 UTC,16121668552,Commande,406-4094272-6423553,FBA_A0xpp_Apple_peeler_Green,ARSUK 3 en 1 Apple Éplucheur trancheuse Dicer Fruit Pomme de cuisine de pommes de terre évider machine Cutter (Vert),1,amazon.fr,Amazon,Veigy Foncenex,,74140,MarketplaceFacilitator,12.49,2.5,0,0,0,0,0,0,-2.5,-2.32,-5.46,0,0,4.71
1 sep 2021 16:21:19 UTC,16121668552,Commande,406-7350683-8715509,FBA_A0_Code:ARS-TG03-BK-Target-stand-lon,ARSUK d'Airsoft Supports de Cible métallique. Porte-Cible Entonnoir. récupérateur de BB balles avec 50 Cibles Papiers 14 * 14cm,1,amazon.fr,Amazon,Diefmatten,,68780,MarketplaceFacilitator,15.92,3.18,0,0,0,0,0,0,-3.18,-2.95,-5.68,0,0,7.29
1 sep 2021 16:42:17 UTC,16121668552,Commande,405-4900319-6020313,FBA-B5xPP_code:ARS-GD001_2_PairBoot_Rack,ARSUK Welly étagère à Chaussures pour Jardin . Porte-Bottes Fonte Stockage Extérieur (2 Paire Botte Râtelier),1,amazon.fr,Amazon,Berné,,56240,MarketplaceFacilitator,26.66,5.33,4.16,0.83,0,0,-4.16,-0.83,-5.33,-4.94,-7.45,0,0,14.27
1 sep 2021 16:43:16 UTC,16121668552,Commande,403-0617976-2211525,Fba_Bxpp_ColourMarbels_100pcs,ARSUK Marbles 100 X Classique Rétro Verre Coloré Enfants Jouets Party Bag Fillers Staffers,1,amazon.fr,Amazon,Cap D’Ail,,6320,MarketplaceFacilitator,10.04,2.01,0.52,0.1,0,0,-0.52,-0.1,-2.01,-1.86,-3.96,0,0,4.22
1 sep 2021 16:43:51 UTC,16121668552,Commande,402-9402621-9996300,FBA_Abx99_18036_Welcome_Sign,ARSUK vintage Welcome en fonte pour jardin cour Clôture de jardin Art debout Welcome,1,amazon.fr,Amazon,Sandillon,,45640,MarketplaceFacilitator,10,2,0,0,0,0,0,0,-2,-1.85,-11.16,0,0,-3.01
1 sep 2021 16:57:42 UTC,16121668552,Commande,171-7194636-3291526,9xpp_baby-cont-ARS-78805-MEDIUM-16pc,Aliment de bébé Boîtes de Congélation. Pots de congélation pour Bébé Le repas. Bacs gerbables 100% sans BPA Passe au lave-vaisselle. au micro-o,1,amazon.fr,Amazon,LYON,,69001,MarketplaceFacilitator,14.16,2.83,0,0,0,0,0,0,-2.83,-2.63,-5.46,0,0,6.07
1 sep 2021 17:23:36 UTC,16121668552,Remboursement,403-7157776-1157147,FBA_A0xpp_Apple_peeler_Green,ARSUK 3 en 1 Apple Éplucheur trancheuse Dicer Fruit Pomme de cuisine de pommes de terre évider machine Cutter (Vert),1,amazon.fr,Amazon,MAUREPAS,,78310,MarketplaceFacilitator,-11.67,-2.33,0,0,0,0,0,0,2.33,1.73,0,0,0,-9.94
1 sep 2021 17:48:23 UTC,16121668552,Commande,408-3380064-8183508,Fba_6x99_MixPebbles-PACKof2,ARSUK 1kg de Billes Plates Couleurs mélangées. Verre. 17-20 mm,1,amazon.fr,Amazon,Villeneuve D Ascq,,59493,MarketplaceFacilitator,9.16,1.83,0,0,0,0,0,0,-1.83,-1.7,-5.68,0,0,1.78
1 sep 2021 18:53:21 UTC,16121668552,Commande,403-5710953-9688342,Fba_6x99_MixPebbles-PACKof2,ARSUK 1kg de Billes Plates Couleurs mélangées. Verre. 17-20 mm,1,amazon.fr,Amazon,Lagny sur marne,,77400,MarketplaceFacilitator,9.16,1.83,0,0,0,0,0,0,-1.83,-1.7,-5.68,0,0,1.78
1 sep 2021 19:14:06 UTC,16121668552,Commande,407-8816873-6885160,FBA_5xpp_Blue-200PCS _(1KG),ARSUK Cailloux décoratifs. Decostones. Ronde Perles. Accessoires et Objets de décoration 200pcs (1kg) (Bleu),3,amazon.fr,Amazon,bihorel,Seine Maritime,76420,MarketplaceFacilitator,25.32,5.07,0,0,0,0,0,0,-5.07,-4.71,-17.04,0,0,3.57
1 sep 2021 19:35:22 UTC,16121668552,Commande,402-4751830-0845960,Fba_Bxpp_ColourMarbels_100pcs,ARSUK Marbles 100 X Classique Rétro Verre Coloré Enfants Jouets Party Bag Fillers Staffers,1,amazon.fr,Amazon,anjou,,38150,MarketplaceFacilitator,10.04,2.01,0,0,0,0,0,0,-2.01,-1.86,-3.96,0,0,4.22
1 sep 2021 20:00:15 UTC,16121668552,Commande,405-6597704-9334752,FBA_A0xpp_Apple_peeler_Green,ARSUK 3 en 1 Apple Éplucheur trancheuse Dicer Fruit Pomme de cuisine de pommes de terre évider machine Cutter (Vert),1,amazon.fr,Amazon,Quilly,,44750,MarketplaceFacilitator,12.49,2.5,0,0,0,0,0,0,-2.5,-2.32,-5.46,0,0,4.71
1 sep 2021 20:35:35 UTC,16121668552,Commande,402-3052242-4926766,FBA_Green_Mop&Bucket_Set_Code:R-3S,ARSUK Ensemble Seau Essoreur et Balai à Franges en Microfibre. Seau Démontable et Vadrouille Magique Rotatif à 360° avec 2 Balai Remplaçable,1,amazon.fr,Amazon,Regnie Durette,,69430,MarketplaceFacilitator,27.91,5.58,0,0,0,0,0,0,-5.58,-5.17,-11.75,0,0,10.99
1 sep 2021 20:59:25 UTC,16121668552,Commande,408-6205921-2788349,FBA_Green_Mop&Bucket_Set_Code:R-3S,ARSUK Ensemble Seau Essoreur et Balai à Franges en Microfibre. Seau Démontable et Vadrouille Magique Rotatif à 360° avec 2 Balai Remplaçable,1,amazon.fr,Amazon,LES PENNES MIRABEAU,,13170,MarketplaceFacilitator,27.91,5.58,0,0,0,0,0,0,-5.58,-5.17,-11.75,0,0,10.99
1 sep 2021 21:04:23 UTC,16121668552,Commande,408-6271274-0213130,FR-S&L-FBA-TMI-1190-Fancy-Gold-Scissor,Ciseaux à Broder.Ciseaux à professionnel Coudre pour Petit Grue. Acier Inoxydable. mini Style Vintage.pour Broderie. Aiguille. Couture. Bricolages e,1,amazon.fr,Amazon,Paris,,75018,MarketplaceFacilitator,4.2,0.84,0,0,0,0,0,0,-0.84,-0.42,-2.37,0,0,1.41
1 sep 2021 21:52:24 UTC,16121668552,Commande,405-8447899-2487545,FR-S&L-FBA-1169-Nail-scissor-7cm,Ciseaux à ongles manucure Ciseaux à cuticules en acier inoxydable Embellir les ongle bébé petit cuticule Nail Scissors tondeuse Toilettage Outils,1,amazon.fr,Amazon,Faverolles,,28210,MarketplaceFacilitator,4.99,1,0,0,0,0,0,0,-1,-0.49,-2.37,0,0,2.13
1 sep 2021 23:57:18 UTC,16121668552,Commande,171-1006848-2118703,FBA_A0xpp_Apple_peeler_Green,ARSUK 3 en 1 Apple Éplucheur trancheuse Dicer Fruit Pomme de cuisine de pommes de terre évider machine Cutter (Vert),1,amazon.fr,Amazon,Forest,Bruxelles,1190,MarketplaceFacilitator,12.49,2.62,0,0,0,0,0,0,-2.62,-2.33,-5.46,0,0,4.7
2 sep 2021 00:12:37 UTC,16121668552,Commande,171-3429308-0188348,FBA_Electric_peeler_White-B9xPP,ARSUK Multifonction Électrique Éplucheur Automatique Tournant Pomme Patate Peeling Machine Légume Coupeur Peeling Outil,1,amazon.fr,Amazon,BRUNSTATT DIDENHEIM,,68350,MarketplaceFacilitator,19.16,3.83,0,0,0,0,0,0,-3.83,-3.55,-5.46,0,0,10.15
2 sep 2021 00:39:12 UTC,16121668552,Commande,407-0849644-0898766,FR-S&L-FBA-1169-Nail-scissor-7cm,Ciseaux à ongles manucure Ciseaux à cuticules en acier inoxydable Embellir les ongle bébé petit cuticule Nail Scissors tondeuse Toilettage Outils,1,amazon.fr,Amazon,Ville D Avray,,92410,MarketplaceFacilitator,4.99,1,0,0,0,0,0,0,-1,-0.49,-2.37,0,0,2.13
2 sep 2021 00:48:59 UTC,16121668552,Commande,404-8535447-9405954,Mope-Handle-Lemon,ARSUK Kit balai Manche pour serpillère et 2 têtes de Balais laveurs Rotatif d'essorage sans Effort. Ustensiles de nettoyage - Lemon,1,amazon.fr,Amazon,VERSAILLES,,78000,MarketplaceFacilitator,13.74,2.75,2.08,0.42,0,0,-2.08,-0.42,-2.75,-2.55,-5.46,0,0,5.73
2 sep 2021 00:50:28 UTC,16121668552,Commande,171-5300911-5810750,Mope-Handle-Lemon,ARSUK Kit balai Manche pour serpillère et 2 têtes de Balais laveurs Rotatif d'essorage sans Effort. Ustensiles de nettoyage - Lemon,1,amazon.fr,Amazon,Lagny sur Marne,,77400,MarketplaceFacilitator,13.74,2.75,0,0,0,0,0,0,-2.75,-2.55,-5.46,0,0,5.73
2 sep 2021 01:05:45 UTC,16121668552,Commande,402-0529613-1352340,A4xpp_code:1328_shipbell_3inch,"ARSUK Cloche de Bateau. Nautique. Marine en Laiton Massif. dîner d'école. réception. décoration Murale. Cloche Antique à Suspendre (3"" Laiton Mas",1,amazon.fr,Amazon,Calais,,62100,MarketplaceFacilitator,20.82,4.17,0,0,0,0,0,0,-4.17,-3.09,-5.46,0,0,12.27
2 sep 2021 01:06:14 UTC,16121668552,Commande,404-2661032-2152354,9xpp_baby-cont-ARS-78805-MEDIUM-16pc,Aliment de bébé Boîtes de Congélation. Pots de congélation pour Bébé Le repas. Bacs gerbables 100% sans BPA Passe au lave-vaisselle. au micro-o,1,amazon.fr,Amazon,Calais,,62100,MarketplaceFacilitator,14.16,2.83,0.2,0.04,0,0,-0.2,-0.04,-2.83,-2.63,-5.46,0,0,6.07
2 sep 2021 01:28:02 UTC,16121668552,Commande,406-5970680-7792329,Fba_Chitsmastree_bag_Fx4p,ARSUK Sac de Rangement pour Sapin de Noël. Sac à dechets Poubelle de Jardin. Pieds de Sapin de Noël,1,amazon.fr,Amazon,Baillargues,Sélectionnez,34670,MarketplaceFacilitator,11.67,2.33,0,0,0,0,0,0,-2.33,-2.16,-4.72,0,0,4.79
2 sep 2021 01:37:30 UTC,16121668552,Commande,171-9618330-2273142,PAN-EU-FBA-BxPP_1169_Nail_scissor_7cm,Ciseaux à ongles manucure Ciseaux à cuticules en acier inoxydable Embellir les ongle bébé petit cuticule Nail Scissors tondeuse Toilettage Outils,1,amazon.fr,Amazon,Pezilla la rivière,,66370,MarketplaceFacilitator,4.57,0.92,0,0,0,0,0,0,-0.92,-0.45,-2.37,0,0,1.75
2 sep 2021 01:43:01 UTC,16121668552,Commande,407-7443219-0321923,FBA_5xpp_Blue-200PCS _(1KG),ARSUK Cailloux décoratifs. Decostones. Ronde Perles. Accessoires et Objets de décoration 200pcs (1kg) (Bleu),1,amazon.fr,Amazon,Le Barcares,,66420,MarketplaceFacilitator,8.44,1.69,0,0,0,0,0,0,-1.69,-1.57,-5.68,0,0,1.19
2 sep 2021 01:44:29 UTC,16121668552,Commande,405-7008702-0410761,FBA-6xpp_Code:ARS04Y-100pcs-Yellow,ARSUK Cailloux de Verre Pierres décoratives Perles pépites gemmes Carreaux de mosaïque pour Vases Artisanat Bols de Jardin réservoir de Poisson (1,1,amazon.fr,Amazon,Saint-Symphorien,,7030,MarketplaceFacilitator,9.15,1.92,0,0,0,0,0,0,-1.92,-1.71,-3.96,0,0,3.48
2 sep 2021 02:48:56 UTC,16121668552,Commande,404-7600119-8706703,FBA_TL-Th_holder_Code_Tol-07-Chrome,ARSUK porte-rouleau de papier toilette avec étagère pour téléphone portable. distributeur de papier hygiénique pour salle de bain. adhésif et vi,1,amazon.fr,Amazon,Cherbourg En Cotentin,Tourlaville,50110,MarketplaceFacilitator,5.12,1.03,1.03,0.21,0,0,-1.03,-0.21,-1.03,-0.95,-4.72,0,0,-0.55
2 sep 2021 03:24:15 UTC,16121668552,Commande,405-9138616-5412319,9xpp_baby-cont-ARS-78805-MEDIUM-16pc,Aliment de bébé Boîtes de Congélation. Pots de congélation pour Bébé Le repas. Bacs gerbables 100% sans BPA Passe au lave-vaisselle. au micro-o,1,amazon.fr,Amazon,Pinel-Hauterive,Lot-et-Garonne,47380,MarketplaceFacilitator,14.16,2.83,0,0,0,0,0,0,-2.83,-2.63,-5.46,0,0,6.07
2 sep 2021 03:46:05 UTC,16121668552,Commande,403-7709402-2059503,FBA-5x4p_Clear-Code:ARS04-TP_2xPacks,ARSUK Lot de 1 kg de galets ronds pour décoration de table. claire,2,amazon.fr,Amazon,Boulogne Billancourt,,92100,MarketplaceFacilitator,17.58,3.52,0,0,0,0,0,0,-3.52,-3.26,-11.36,0,0,2.96
2 sep 2021 03:46:35 UTC,16121668552,Commande,405-7008702-0410761,FBA_Blue_Pebbles_1KG,ARSUK Cailloux de Verre Pierres décoratives Perles pépites gemmes Carreaux de mosaïque pour Vases Artisanat Bols de Jardin réservoir de Poisson (2,1,amazon.fr,Amazon,Saint-Symphorien,,7030,MarketplaceFacilitator,9.32,1.96,0,0,0,0,0,0,-1.96,-1.74,-5.68,0,0,1.9
2 sep 2021 03:50:31 UTC,16121668552,Commande,405-5716559-7642704,FBA_Green_SprayingMop_600ml_A2xpp,ARSUK balai vaporisateur d'eau Pulvérisation Nettoyant Sol Carrelage en marbre de cuisine 700 ml Micro Fibre,1,amazon.fr,Amazon,plomelin,,29700,MarketplaceFacilitator,13.32,2.67,0,0,0,0,0,0,-2.67,-2.47,-5.68,0,0,5.17
2 sep 2021 04:16:12 UTC,16121668552,Commande,403-5426160-2906721,FBA_SilverbellARS080-53151C-25.4cm_A0xpp,"Arsuk Sonnettes d'école en argent et laiton plaqué cristal brillant et lourd pour une utilisation à long terme (5.5"" Plaqué Argent)",1,amazon.fr,Amazon,Morsang Sur Orge,France,91390,MarketplaceFacilitator,16.66,3.33,0,0,0,0,0,0,-3.33,-2.47,-4.72,0,0,9.47
2 sep 2021 04:30:23 UTC,16121668552,Commande,402-2811581-1439550,FBA_Spraying_Mop_Green_600ml_A2xpp,ARSUK Vadrouille à pulvériser pour carrelage en stratifié de bois franc. vinyle sec et humide avec nettoyant pour vitres à gâchette active. balay,1,amazon.fr,Amazon,STRASBOURG,Alsace,67000,MarketplaceFacilitator,13.07,2.62,0,0,0,0,0,0,-2.62,-2.42,-5.68,0,0,4.97
2 sep 2021 05:18:58 UTC,16121668552,Commande,404-8092617-8869942,S&L_FBA_Bx49_1187_Stork_Gold,Ciseaux à Broder.Ciseaux à professionnel Coudre pour Petit Grue. Acier Inoxydable. mini Style Vintage.pour Broderie. Aiguille. Couture. Bricolages e,1,amazon.fr,Amazon,Le Havre,,76620,MarketplaceFacilitator,3.32,0.67,0,0,0,0,0,0,-0.67,-0.33,-3.45,0,0,-0.46
2 sep 2021 05:20:08 UTC,16121668552,Commande,403-9380068-5542722,FBA_4xpp_GreenPebbles:ARS05GR_1.5XPACKS,Cailloux décoratifs. Decostones. Ronde Perles. Accessoires et Objets de décoration 200pcs (1kg) Par ARSUK® (vert),1,amazon.fr,Amazon,St Etienne,,42100,MarketplaceFacilitator,9.1,1.82,0.52,0.1,0,0,-0.52,-0.1,-1.82,-1.69,-5.68,0,0,1.73
2 sep 2021 06:55:48 UTC,16121668552,Commande,402-3287300-8132310,FBA_3xpp_500gm/packof1_TP_pebble,Arsuk® Lot de 100 galets de décoration ronds en verre Transparent 500 g,1,amazon.fr,Amazon,MIRAMONT SENSACQ,,40320,MarketplaceFacilitator,8.91,1.78,1.38,0.28,0,0,-1.38,-0.28,-3.56,-3.3,-3.97,0,0,-0.14
2 sep 2021 06:55:48 UTC,16121668552,Commande,402-3287300-8132310,FBA_3xpp_500gm/packof1_TP_pebble,Arsuk® Lot de 100 galets de décoration ronds en verre Transparent 500 g,1,amazon.fr,Amazon,MIRAMONT SENSACQ,,40320,,8.91,1.78,1.38,0.28,0,0,-1.37,-0.28,0,0,-3.96,0,0,6.74
2 sep 2021 07:45:05 UTC,16121668552,Commande,407-6730563-7108307,FBA-DxD9_Small-120ml_Containers(16pc),ARSUK BPA en plastique réutilisable récipient hermétique conteneurs avec couvercle empilable au micro-ondes congélateur au lave-vaisselle Lunch Bo,1,amazon.fr,Amazon,GRABELS,,34790,MarketplaceFacilitator,12.49,2.5,0,0,0,0,0,0,-2.5,-2.32,-4.72,0,0,5.45
2 sep 2021 08:52:28 UTC,16121668552,Commande,171-6338293-8715536,FBA_Dxpp_100psc_ColourMarbles,ARSUK Le marbre en Verre coloré &#x153;il de Chat Fonctionne. livré dans Un Sac. Protection Contre Les dommages. Jouets de Sport et Jeux de Plein ai,1,amazon.fr,Amazon,Les trois moutiers,,86120,MarketplaceFacilitator,7.74,1.55,0,0,0,0,0,0,-1.55,-1.44,-3.96,0,0,2.34
2 sep 2021 09:36:27 UTC,16121668552,Commande,403-9380068-5542722,FBA_5xpp_Blue-200PCS _(1KG),ARSUK Cailloux décoratifs. Decostones. Ronde Perles. Accessoires et Objets de décoration 200pcs (1kg) (Bleu),1,amazon.fr,Amazon,St Etienne,,42100,MarketplaceFacilitator,8.44,1.69,0.52,0.11,0,0,-0.52,-0.11,-1.69,-1.57,-5.68,0,0,1.19
2 sep 2021 10:25:20 UTC,16121668552,Commande,407-0054601-3015526,FBA_3xpp_500gm/packof1_Green_pebble,ARSUK Cailloux de Verre Pierres décoratives Perles pépites gemmes Carreaux de mosaïque pour Vases Artisanat Bols de Jardin réservoir de Poisson (1,1,amazon.fr,Amazon,Taisnières en Thiérache,,59550,MarketplaceFacilitator,8.49,1.7,0.69,0.14,0,0,-0.69,-0.14,-1.7,-1.57,-3.96,0,0,2.96
