fecha y hora,identificador de pago,tipo,número de pedido,sku,descripción,cantidad,web de Amazon,gestión logística,ciudad de procedencia del pedido,comunidad autónoma de procedencia del pedido,código postal de procedencia del pedido,Formulario de recaudación de impuestos,ventas de productos,product sales tax,abonos de envío,impuestos por abonos de envío,abonos de envoltorio para regalo,giftwrap credits tax,devoluciones promocionales,promotional rebates tax,impuesto retenido en el sitio web,tarifas de venta,tarifas de Logística de Amazon,tarifas de otras transacciones,otro,total
2 jul 2021 18:27:25 UTC,15713490532,Pedido,404-3094267-6110732,Fba_Bxpp_ColourMarbels_100pcs,ARSUK 100 Pedazos Mármoles de Cristal Coloridos. Juguetes de Bolas de Canicas para Juguetes de la Decoración. Consolas de Juegos. Juego de niños. C,1,amazon.es,Amazon,PEGO,ALICANTE,3780,,9.99,2.2,0,0,0,0,0,0,0,-1.88,-3.15,0,0,7.16
2 jul 2021 19:23:22 UTC,15713490532,Pedido,406-9462094-4367539,Fba_Bxpp_ColourMarbels_100pcs,ARSUK 100 Pedazos Mármoles de Cristal Coloridos. Juguetes de Bolas de Canicas para Juguetes de la Decoración. Consolas de Juegos. Juego de niños. C,1,amazon.es,Amazon,majadahonda,madrid,28222,MarketplaceFacilitator,9.91,2.08,0,0,0,0,0,0,-2.08,-1.85,-3.15,0,0,4.91
2 jul 2021 19:24:53 UTC,15713490532,Pedido,171-3010184-0365128,FBA_Purple_SprayingMop_600ml_A2xpp,ARSUK Fregona Spray desencadenante Rociador de Agua Fregona para Limpiar el Piso Microfibra Spray Plano Fregona 700ml (Mop Rociador 600ml Morado),1,amazon.es,Amazon,Tarragona,,43007,MarketplaceFacilitator,12.39,2.6,0,0,0,0,0,0,-2.6,-2.32,-4.25,0,0,5.82
2 jul 2021 20:15:58 UTC,15713490532,Pedido,404-6488581-7368303,FBA-5x4p_Clear-Code:ARS04-TP_2xPacks,ARSUK Transparente Piedras de Cristal. Piedras de Cristal Decorativas (1 kg. aprox. 200 unidades),1,amazon.es,Amazon,Jerez de la frontera,Cadiz,11404,MarketplaceFacilitator,9.08,1.91,0,0,0,0,0,0,-1.91,-1.7,-4.25,0,0,3.13
2 jul 2021 20:24:00 UTC,15713490532,Pedido,403-4643732-2119520,FBA_3xpp_500gm/packof1_Blue_pebbles,ARSUK Guijarros de Vidrio Piedras Decorativas Cuentas Nuggets Gemas Azulejos de Mosaico para jarrones Artesanía Jardín Cuencos Pecera (100 guijarros,1,amazon.es,Amazon,SANTA POLA,Alicante,3130,MarketplaceFacilitator,5.79,1.21,0,0,0,0,0,0,-3.63,-3.24,-3.15,0,0,-3.02
2 jul 2021 20:24:00 UTC,15713490532,Pedido,403-4643732-2119520,FBA_3xpp_500gm/packof1_Blue_pebbles,ARSUK Guijarros de Vidrio Piedras Decorativas Cuentas Nuggets Gemas Azulejos de Mosaico para jarrones Artesanía Jardín Cuencos Pecera (100 guijarros,2,amazon.es,Amazon,SANTA POLA,Alicante,3130,,11.58,2.42,0,0,0,0,0,0,0,0,-6.3,0,0,7.7
2 jul 2021 21:24:22 UTC,15713490532,Ajuste,,FBA_6xpp_Mixed-200PCS_(1KG),Reembolso de inventario - ajuste general,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-0.56,-0.56
2 jul 2021 21:26:18 UTC,15713490532,Pedido,404-2090748-0344361,FBA_KMS-9892B2_H_M_Magnifier,ARSUK Lupa de cabeza LED con luz. para lectura reparación fabricación de relojes costura. 5 lentes de intercambio - Batería: 3AAA (no incluida),1,amazon.es,Amazon,Amurrio,Álava,1470,MarketplaceFacilitator,12.39,2.6,0,0,0,0,0,0,-2.6,-2.32,-3.5,0,0,6.57
2 jul 2021 23:42:38 UTC,15713490532,Pedido,403-6558340-3252339,FBA_Toilet-Roll_holder-Code:Tol-03-rust,Portarrollos de pie para papel higiénico. Soporte de rollo de papel higiénico portarrollos de pared de latón (Rústico),1,amazon.es,Amazon,Carballo (san Xoan),A CORUÑA,15102,MarketplaceFacilitator,11.31,2.38,1.1,0.23,0,0,-1.1,-0.23,-2.38,-1.83,-4.25,0,0,5.23
3 jul 2021 1:27:19 UTC,15713490532,Pedido,406-1412933-8680355,FBA_8pcs-plastic-box-Small,ARSUK Recipientes para comida de bebé 120 ml. envases de conservación de plástico reutilizables sin BPA. apilables. aptos para microondas y congela,1,amazon.es,Amazon,Murcia,Murcia,30150,MarketplaceFacilitator,10.32,2.17,0,0,0,0,0,0,-2.17,-1.93,-3.5,0,0,4.89
3 jul 2021 1:43:37 UTC,15713490532,Pedido,407-6287745-5953922,FBA_Purple_SprayingMop_600ml_A2xpp,ARSUK Fregona Spray desencadenante Rociador de Agua Fregona para Limpiar el Piso Microfibra Spray Plano Fregona 700ml (Mop Rociador 600ml Morado),1,amazon.es,Amazon,Sacavem,Portugal,2685-038,MarketplaceFacilitator,12.39,2.85,0,0,0,0,0,0,-2.85,-2.35,-4.25,0,0,5.79
3 jul 2021 17:34:37 UTC,15713490532,Pedido,171-6878420-6651531,FBA_Spraying_Mop_Purple_600ml_a2xpp,ARSUK Fregona con espray para suelo Laminado de madera y suelos de mármol. limpiasuelos. para suelos de azulejos. microfibra Sistema de barrido y roc,1,amazon.es,Amazon,Santa Pola,Alicante,3130,MarketplaceFacilitator,12.39,2.6,0,0,0,0,0,0,-2.6,-2.32,-4.25,0,0,5.82
3 jul 2021 17:51:28 UTC,15713490532,Pedido,404-3514055-5936327,FBA_12inch_guncase_Black_9xPP_EBA,ARSUK Estuche rígido para Pistola de Airsoft BB. Balines y Cartuchos Bolsa - Interior de Espuma (31cm Estuche-Negro),1,amazon.es,Amazon,CABRA,CABRA,14940,MarketplaceFacilitator,14.88,3.12,0,0,0,0,0,0,-3.12,-2.78,-3.78,0,0,8.32
3 jul 2021 18:12:06 UTC,15713490532,Pedido,403-1397634-4328363,EU_Axpp_Milky_Marbles_packof40,ARSUK Cat'S Eye Color Glass Marble Runs. Viene en una Bolsa. protección contra daños. Juguetes Deportivos y Juegos al Aire Libre (40 Piezas de márm,1,amazon.es,Amazon,ALCOBENDAS,MADRID,28100,MarketplaceFacilitator,4.46,0.94,0,0,0,0,0,0,-0.94,-0.83,-3.02,0,0,0.61
3 jul 2021 18:20:34 UTC,15713490532,Pedido,404-8201302-5587545,FBA_12inch_guncase_Black_9xPP_EBA,ARSUK Estuche rígido para Pistola de Airsoft BB. Balines y Cartuchos Bolsa - Interior de Espuma (31cm Estuche-Negro),1,amazon.es,Amazon,Lomas de Cabo Roig,Alicante,3189,,13.32,2.93,0,0,0,0,0,0,0,-2.51,-3.78,0,0,9.96
3 jul 2021 21:38:32 UTC,15713490532,Pedido,408-3742097-4261146,FBA_12inch_guncase_Black_9xPP_EBA,ARSUK Estuche rígido para Pistola de Airsoft BB. Balines y Cartuchos Bolsa - Interior de Espuma (31cm Estuche-Negro),1,amazon.es,Amazon,Peligros,Granada,18210,MarketplaceFacilitator,14.88,3.12,0,0,0,0,0,0,-3.12,-2.78,-3.78,0,0,8.32
4 jul 2021 13:17:21 UTC,15713490532,Pedido,405-5447736-8818738,Fba_5xpp_SpeedLoader-155_TRANSP,ARSUK Airsoft Plastic 500 Count Round Loader Loaded para Bolas de 6 mm BB (500 Vueltas-Transparente),1,amazon.es,Amazon,segovia,segovia,40004,MarketplaceFacilitator,6.61,1.39,0,0,0,0,0,0,-1.39,-1.24,-3.15,0,0,2.22
4 jul 2021 16:33:42 UTC,15713490532,Pedido,403-6945949-8861921,FBA_KMS-9892B2_H_M_Magnifier,ARSUK Lupa de cabeza LED con luz. para lectura reparación fabricación de relojes costura. 5 lentes de intercambio - Batería: 3AAA (no incluida),1,amazon.es,Amazon,EL PALMAR (EL PALMAR),Murcia,30120,MarketplaceFacilitator,12.39,2.6,0,0,0,0,0,0,-2.6,-2.32,-3.5,0,0,6.57
4 jul 2021 17:26:25 UTC,15713490532,Pedido,404-1170308-7612343,FBA_Green_Mop&Bucket_Set_Code:R-3S,ARSUK Juego de Fregona y Cubo. cabeza giratoria 360° y escurridor Con 2 Recambio de Microfibras. Productos y utensilios de limpieza,1,amazon.es,Amazon,Palma de Mallorca,Islas Baleares,7014,MarketplaceFacilitator,25.62,5.38,0,0,0,0,0,0,-5.38,-4.79,-9.6,0,0,11.23
4 jul 2021 22:11:09 UTC,15713490532,Pedido,402-3244194-4021917,FBA_3xpp_500gm/packof1_Blue_pebbles,ARSUK Guijarros de Vidrio Piedras Decorativas Cuentas Nuggets Gemas Azulejos de Mosaico para jarrones Artesanía Jardín Cuencos Pecera (100 guijarros,1,amazon.es,Amazon,SABADELL,BARCELONA,8201,,5.83,0,0,0,0,0,0,0,0,-0.9,-3.15,0,0,1.78
5 jul 2021 0:37:36 UTC,15713490532,Pedido,408-1368766-3772313,PAN-EU-FBA-TMI-1302-6-Black-Tweezers,Pinzas Cejas Pinzas de Depilar de Cejas depil Precisión Instrumentos para depilación Facial de Cejas. Vello. Herramienta de Belleza Diaria Acero Ino,1,amazon.es,Amazon,pulianas,granada,18197,MarketplaceFacilitator,3.71,0.78,0,0,0,0,0,0,-0.78,-0.69,-2.51,0,0,0.51
5 jul 2021 1:27:59 UTC,15713490532,Pedido,402-5347515-7083504,Fba_Bxpp_ColourMarbels_100pcs,ARSUK 100 Pedazos Mármoles de Cristal Coloridos. Juguetes de Bolas de Canicas para Juguetes de la Decoración. Consolas de Juegos. Juego de niños. C,1,amazon.es,Amazon,Barcelona,N/A,8017,MarketplaceFacilitator,9.91,2.08,0,0,0,0,0,0,-2.08,-1.85,-3.15,0,0,4.91
5 jul 2021 2:22:58 UTC,15713490532,Pedido,405-9884492-8731565,FBA_KMS-9892B2_H_M_Magnifier,ARSUK Lupa de cabeza LED con luz. para lectura reparación fabricación de relojes costura. 5 lentes de intercambio - Batería: 3AAA (no incluida),1,amazon.es,Amazon,Mieres del Camino,Asturias,33600,MarketplaceFacilitator,12.39,2.6,3.3,0.69,0,0,0,0,-3.29,-2.32,-7.49,0,0,5.88
5 jul 2021 2:55:53 UTC,15713490532,Pedido,405-0919164-0986765,FBA-6x49_ClearPebbles:ARS04TP-2xpacks,ARSUK Transparente Piedras de Cristal. Piedras de Cristal Decorativas (1 kg. aprox. 200 unidades),2,amazon.es,Amazon,Granada,Granada,18010,MarketplaceFacilitator,14.88,3.12,0,0,0,0,0,0,-3.12,-2.78,-8.5,0,0,3.6
5 jul 2021 4:49:19 UTC,15713490532,Pedido,408-0115132-3792316,FBA_12inch_guncase_Black_9xPP_EBA,ARSUK Estuche rígido para Pistola de Airsoft BB. Balines y Cartuchos Bolsa - Interior de Espuma (31cm Estuche-Negro),1,amazon.es,Amazon,Torrejón de Velasco,MADRID,28990,MarketplaceFacilitator,14.88,3.12,0,0,0,0,0,0,-3.12,-2.78,-3.78,0,0,8.32
5 jul 2021 8:31:41 UTC,15713490532,Pedido,407-9066142-2670704,Fba_Code:ARS-20L-SS_20LsolarShower,ARSUK Contenedor de Agua de 80L para Carretilla. jardinería. alimentación. Ganado (Ducha Solar 20L),1,amazon.es,Amazon,VALLS,TARRAGONA,43800,MarketplaceFacilitator,7.44,1.56,0,0,0,0,0,0,-1.56,-1.39,-3.5,0,0,2.55
5 jul 2021 9:39:15 UTC,15713490532,Pedido,404-8105372-9348352,SF_Mixed-200PCS_(1KG),ARSUK Guijarros. Cuentas de Vidrio y Guijarros. Pepitas de Vidrio. Gemas de Forma Redonda. Piedras Decorativas para jarrones. acuarios. Velas flotante,1,amazon.es,Vendedor,barcelona,España,8024,MarketplaceFacilitator,9.09,1.91,21.49,4.51,0,0,0,0,-6.42,-5.72,0,0,0,24.86
5 jul 2021 11:35:07 UTC,15713490532,Pedido,404-2479509-4358768,Fba_5xpp_SpeedLoader-155_TRANSP,ARSUK Airsoft Plastic 500 Count Round Loader Loaded para Bolas de 6 mm BB (500 Vueltas-Transparente),1,amazon.es,Amazon,Albacete,Albacete,2006,MarketplaceFacilitator,6.61,1.39,0,0,0,0,0,0,-1.39,-1.24,-3.15,0,0,2.22
5 jul 2021 17:18:04 UTC,15713490532,Reembolso,404-7764648-7117945,"FBA_B0xpp_code:80042_5""-Ship-Bell","ARSUK - Campanas de mano escolar. plata y latón. cristal brillante y pesado para uso a largo plazo (4"" Sólido Latón)",1,amazon.es,Amazon,Madrid,Madrid,28037,,-23.32,0,0,0,0,0,0,0,0,4.61,0,0,0,-18.71
5 jul 2021 17:18:04 UTC,15713490532,Reembolso,404-7764648-7117945,"FBA_B0xpp_code:80042_5""-Ship-Bell","ARSUK - Campanas de mano escolar. plata y latón. cristal brillante y pesado para uso a largo plazo (4"" Sólido Latón)",1,amazon.es,Amazon,Madrid,Madrid,28037,,-23.32,0,0,0,0,0,0,0,0,0,0,0,0,-23.32
5 jul 2021 19:19:37 UTC,15713490532,Pedido,402-6921484-5989950,FBA_A0_Code:ARS-TG03-BK-Target-stand-lon,ARSUK Parabalas de Metal para dianas de 14x14cm. Soporte de dianas para Rifles. Pistolas de Aire comprimido,1,amazon.es,Amazon,valencia,,46004,MarketplaceFacilitator,14.05,2.95,0,0,0,0,0,0,-2.95,-2.63,-4.25,0,0,7.17
5 jul 2021 20:08:15 UTC,15713490532,Pedido,171-6101762-3788359,FBA_Purple_SprayingMop_600ml_A2xpp,ARSUK Fregona Spray desencadenante Rociador de Agua Fregona para Limpiar el Piso Microfibra Spray Plano Fregona 700ml (Mop Rociador 600ml Morado),1,amazon.es,Amazon,España,Murcia,30100,MarketplaceFacilitator,12.39,2.6,0,0,0,0,0,0,-2.6,-2.32,-4.25,0,0,5.82
5 jul 2021 22:42:13 UTC,15713490532,Pedido,406-5021875-0460369,FBA_A2xpp_Code:ARS-TG04-BK-Target-Plate,ARSUK Objetivo de Airsoft Reinicio automático para práctica de Tiro para Pistolas de Aire Entrenamiento de Caza. de Metal 37x 26x20 cm,1,amazon.es,Amazon,Alcalá de Henares,Madrid,28801,MarketplaceFacilitator,14.05,2.95,2.06,0.43,0,0,0,0,-3.38,-2.63,-6.27,0,0,7.21
6 jul 2021 6:52:50 UTC,15790933082,Pedido,403-8025768-0249957,Fba_Code:ARS-20L-SS_20LsolarShower,ARSUK Contenedor de Agua de 80L para Carretilla. jardinería. alimentación. Ganado (Ducha Solar 20L),1,amazon.es,Amazon,CHURRIANA,MALAGA,29140,MarketplaceFacilitator,7.44,1.56,0,0,0,0,0,0,-1.56,-1.39,-3.5,0,0,2.55
6 jul 2021 9:29:09 UTC,15790933082,Pedido,405-4196500-1123536,Fba_Code:ARS-20L-SS_20LsolarShower,ARSUK Contenedor de Agua de 80L para Carretilla. jardinería. alimentación. Ganado (Ducha Solar 20L),1,amazon.es,Amazon,Noain,Navarra,31110,MarketplaceFacilitator,7.44,1.56,0.27,0.06,0,0,-0.27,-0.06,-1.56,-1.39,-3.5,0,0,2.55
6 jul 2021 13:22:46 UTC,15790933082,Pedido,404-7503574-0320330,Pan-EU_FBA_Baby_Scissors-639,ARSUK Tijeras para Uñas de bebé con puntas redondeadas. Tijeras de seguridad. bebé Cuidado de uñas 9.0cm Acero Inoxidable (bebé Uña tijeras),1,amazon.es,Amazon,arroyomolinos de leon,huelva,21280,MarketplaceFacilitator,4.12,0.87,0,0,0,0,0,0,-0.87,-0.41,-2.26,0,0,1.45
6 jul 2021 15:54:41 UTC,15790933082,Reembolso,404-3514055-5936327,FBA_12inch_guncase_Black_9xPP_EBA,ARSUK Estuche rígido para Pistola de Airsoft BB. Balines y Cartuchos Bolsa - Interior de Espuma (31cm Estuche-Negro),1,amazon.es,Amazon,CABRA,CABRA,14940,MarketplaceFacilitator,-14.88,-3.12,0,0,0,0,0,0,3.12,2.22,0,0,0,-12.66
6 jul 2021 17:11:32 UTC,15790933082,Transferir,,,En la cuenta que termina en: 598,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-328.71,-328.71
6 jul 2021 17:53:45 UTC,15790933082,Pedido,406-6838498-8907531,Fba_Code:ARS-20L-SS_20LsolarShower,ARSUK Contenedor de Agua de 80L para Carretilla. jardinería. alimentación. Ganado (Ducha Solar 20L),1,amazon.es,Amazon,Córdoba,Córdoba,14002,MarketplaceFacilitator,7.44,1.56,1.65,0.35,0,0,-1.65,-0.35,-1.56,-1.39,-3.5,0,0,2.55
6 jul 2021 18:56:00 UTC,15790933082,Pedido,403-6246773-0081910,FBA-DxD9_Small-120ml_Containers(16pc),ARSUK Tarritos para comida de bebé 120ml. Alimentación infantil Destete envases de conservación de plástico reutilizables sin 100% BPA. apilables,1,amazon.es,Amazon,Barcelona,Barcelona,8015,MarketplaceFacilitator,12.39,2.6,0,0,0,0,0,0,-2.6,-2.32,-3.5,0,0,6.57
6 jul 2021 19:15:21 UTC,15790933082,Pedido,406-9227715-5433107,FBA_B-78810-1_Food Containers_7pcs,ARSUK Juego de almacenamiento de comida de 7 unidades,1,amazon.es,Amazon,SOPELANA,VIZCAYA,48600,MarketplaceFacilitator,9.91,2.08,0,0,0,0,0,0,-2.08,-1.85,-3.78,0,0,4.28
6 jul 2021 20:47:20 UTC,15790933082,Pedido,407-3221503-0519540,FBA-DxD9_Small-120ml_Containers(16pc),ARSUK Tarritos para comida de bebé 120ml. Alimentación infantil Destete envases de conservación de plástico reutilizables sin 100% BPA. apilables,1,amazon.es,Amazon,Alicante,Alicante,3006,MarketplaceFacilitator,12.39,2.6,0,0,0,0,0,0,-2.6,-2.32,-3.5,0,0,6.57
6 jul 2021 22:44:34 UTC,15790933082,Pedido,405-0880546-2707511,Fba_Chitsmastree_bag_Fx4p,ARSUK Bolsa para el árbol de Navidad. bolsa de transporte. estuche protector. bolsa de almacenamiento. Christmas storage bag Adecuado para árboles d,1,amazon.es,Amazon,Jerez de la frontera,Cadiz,11407,MarketplaceFacilitator,10.74,2.26,0,0,0,0,0,0,-2.26,-2.01,-3.5,0,0,5.23
7 jul 2021 2:50:31 UTC,15790933082,Pedido,406-1968725-6649930,FBA_A2xpp_Code:ARS-TG04-BK-Target-Plate,ARSUK Objetivo de Airsoft Reinicio automático para práctica de Tiro para Pistolas de Aire Entrenamiento de Caza. de Metal 37x 26x20 cm,1,amazon.es,Amazon,Alcalá de Henares,MADRID,28806,MarketplaceFacilitator,14.05,2.95,0.66,0.14,0,0,-0.66,-0.14,-2.95,-2.63,-3.78,0,0,7.64
7 jul 2021 5:17:05 UTC,15790933082,Tarifas de inventario de Logística de Amazon,2105241G2H,,Tarifa por devolución de inventario,,Amazon.es,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,-3.6
7 jul 2021 13:39:12 UTC,15790933082,Pedido,408-4186860-6242738,EU_Axpp_mixed_Marbles_packof40,ARSUK Las Pistas de mármol de Vidrio de Color Ojo de Gato Vienen en una Bolsa para Juguetes. Regalo de Fiesta para niños. Juego de Anillo. Agujero e,1,amazon.es,Amazon,LUGO,LUGO,27002,MarketplaceFacilitator,6.6,1.39,0,0,0,0,0,0,-1.39,-1.23,-3.02,0,0,2.35
7 jul 2021 17:20:12 UTC,15790933082,Pedido,402-6670809-1262757,FBA_27W_Replacement_Bulb_Expp,ARSUK 27W Bombilla Fluorescente de Recambio para Lámpara de Lectura y Lámpara de pie. 4-pin Gx10Q-4 Quad tubo (6500K),1,amazon.es,Amazon,MADRID,MADRID,28029,MarketplaceFacilitator,10.9,2.29,3.26,0.69,0,0,0,0,-2.98,-2.04,-6.94,0,0,5.18
7 jul 2021 17:36:27 UTC,15790933082,Pedido,405-2992292-6775531,S&L_TMI-1167_Beard+TMI-195_EyeBrow,Tijeras para barba y bigote .Tijeras para cejas recortador de vello facial Perfectos para Hombres Tijera de nariz y oreja 2 piezas Beard Mustache & Ey,1,amazon.es,Amazon,Madrid,Madrid,28051,MarketplaceFacilitator,3.72,0.78,0,0,0,0,0,0,-0.78,-0.7,-1.35,0,0,1.67
7 jul 2021 18:06:15 UTC,15790933082,Pedido,402-5101169-2155522,Fba_Code:ARS-20L-SS_20LsolarShower,ARSUK Contenedor de Agua de 80L para Carretilla. jardinería. alimentación. Ganado (Ducha Solar 20L),1,amazon.es,Amazon,Almagro,Ciudad Real,13270,MarketplaceFacilitator,7.44,1.56,0,0,0,0,0,0,-1.56,-1.39,-3.5,0,0,2.55
7 jul 2021 21:22:41 UTC,15790933082,Pedido,403-8655698-4225119,FBA_12inch_guncase_Black_9xPP_EBA,ARSUK Estuche rígido para Pistola de Airsoft BB. Balines y Cartuchos Bolsa - Interior de Espuma (31cm Estuche-Negro),1,amazon.es,Amazon,Coslada,Madrid,28821,MarketplaceFacilitator,14.88,3.12,4.12,0.87,0,0,0,0,-3.99,-2.78,-8.77,0,0,7.45
7 jul 2021 22:19:36 UTC,15790933082,Pedido,407-6444740-1360340,FBA-6x49_ClearPebbles:ARS04TP-2xpacks,ARSUK Transparente Piedras de Cristal. Piedras de Cristal Decorativas (1 kg. aprox. 200 unidades),1,amazon.es,Amazon,Terrassa,Barcelona,8223,MarketplaceFacilitator,7.44,1.56,0,0,0,0,0,0,-1.56,-1.39,-4.25,0,0,1.8
7 jul 2021 22:20:17 UTC,15790933082,Pedido,407-2685010-6073106,FBA_12inch_guncase_Black_9xPP_EBA,ARSUK Estuche rígido para Pistola de Airsoft BB. Balines y Cartuchos Bolsa - Interior de Espuma (31cm Estuche-Negro),1,amazon.es,Amazon,Castellví de rosanes,Barcelona,8769,MarketplaceFacilitator,14.88,3.12,4.12,0.87,0,0,0,0,-3.99,-2.78,-8.77,0,0,7.45
