date/time,settlement id,type,order id,sku,description,quantity,marketplace,fulfilment,order city,order state,order postal,tax collection model,product sales,product sales tax,postage credits,shipping credits tax,gift wrap credits,giftwrap credits tax,promotional rebates,promotional rebates tax,marketplace withheld tax,selling fees,fba fees,other transaction fees,other,total
20 Dec 2021 00:44:19 UTC,16780126712,Order,026-1024173-4321115,FBA-5x7p_ARS04-TP Clear-2xPacks,"ARSUK Decorative Glass Pebbles, Stones Beads Rounded, Stones, Gems (200 pcs/1kg Transparent Pebbles)",1,amazon.co.uk,Amazon,SHERBORNE,Dorset,DT9 4FL,,8.32,1.67,0,0,0,0,0,0,0,-1.53,-2.66,0,0,5.8
20 Dec 2021 00:44:46 UTC,16780126712,Order,203-9142425-6339535,FBA_12inch_guncase_Black_9xPP_EBA,"ARSUK Airsoft Gun Case Hard Hunting Sports Handgun Storage and Waterproof Secure Box Travel Safe for BB Air Rifles, Pistols, Weapon Cases Dual Lock Sy",1,amazon.co.uk,Amazon,LEEK WOOTTON,,CV35 7QJ,,14.74,2.95,0,0,0,0,0,0,0,-2.71,-2.5,0,0,12.48
20 Dec 2021 00:45:27 UTC,16780126712,Order,203-7797336-4141147,FBA-5xpp_Code:8049_Wooden_Handle,ARSUK Candle Snuffer Set fire extinguisher made of solid brass nickel wood candle cover tool for safe extinguishing (Brass wooden handle),1,amazon.co.uk,Amazon,BICESTER,Oxfordshire,OX26 6NS,,7.82,1.57,0,0,0,0,-0.78,-0.16,0,-1.29,-2.19,0,0,4.97
20 Dec 2021 00:52:03 UTC,16780126712,Order,203-9096902-0827508,FBA_Swing_Target_Metal_Black,ARSUK Airsoft Swinging Target Self Resetting Air Gun Rifle Shooting Metal 37x 26x20 cm,1,amazon.co.uk,Amazon,HUDDERSFIELD,,HD5 0NX,,16.58,3.32,0,0,0,0,0,0,0,-3.04,-2.5,0,0,14.36
20 Dec 2021 00:53:33 UTC,16780126712,Order,206-4418886-7626751,FBA-5x4p_Clear-Code:ARS04-TP_2xPacks,1Kg Decorative Round Clear Mixed Size Glass Pebbles/Nuggets..16-20mm by ARSUK,1,amazon.co.uk,Amazon,WAKEFIELD,,WF2 9LJ,,8.21,1.64,4.16,0.83,0,0,0,0,0,-1.51,-6.82,0,0,6.51
20 Dec 2021 00:54:05 UTC,16780126712,Order,202-7331974-0285122,FBA_PAN-EU_16pc_Makeup-Brushes,"Makeup Brushes beauty foundation eyebrow brush set eyeshadow brushes for face powder blush eye shadow eyeliner Make up, lip eye brow tools contour hig",1,amazon.co.uk,Amazon,MIRFIELD,W Yorkshire,WF14 8HB,,6.74,1.35,0,0,0,0,0,0,0,-0.66,-2.21,0,0,5.22
20 Dec 2021 00:54:10 UTC,16780126712,Order,202-8102797-3332329,FBA_Red_Apple_Peeler_New,"ARSUK Apple Peeler Potato Peeler and Spiralizer, Vegetable Peelers for Kitchen, Easy Apple Peeling Machine, Fruit Corer Remover Slicer Spiral Cutter S",1,amazon.co.uk,Amazon,SCARBOROUGH,North Yorkshire,YO12 6NS,,9.99,2,0,0,0,0,0,0,0,-1.83,-2.5,0,0,7.66
20 Dec 2021 00:57:32 UTC,16780126712,Order,205-4625768-5878702,P-EU_Silicon_ClipOn_Tray,"ARSUK Silicone Baby Food Storage Containers Weaning Pots Moulds Jars Flexible Freezer Trays with Lid to Freeze Baby Food, Breastmilk, Herbs, Ice Cubes",1,amazon.co.uk,Amazon,LONDON,,SW13 9QA,,5.99,1.2,0,0,0,0,0,0,0,-1.1,-2.33,0,0,3.76
20 Dec 2021 00:59:11 UTC,16780126712,Order,204-1505132-8590752,A_FBA_Penguin_Go_Racer_Toy,"ARSUK Puzzle Penguin Go Racer Track Toy, Climbing Stairs Toys for Toddlers Boys Girls Roller Coaster,, Kids Fun Playing Games with Music",1,amazon.co.uk,Amazon,Yeovil,Somerset,BA22 8JE,,16.66,3.33,0,0,0,0,0,0,0,-3.06,-2.5,0,0,14.43
20 Dec 2021 01:07:08 UTC,16780126712,Order,026-9041984-1183539,A4xpp_code:1328_shipbell_3inch,"ARSUK Ship Bell, Nautical, Solid Brass Maritime Marine, Boat, School, Dinner, Reception, Home Decor, Wall Mounted, Wall Hanging Antique Hand Bell, Rin",1,amazon.co.uk,Amazon,DUNCHURCH,Warwickshire,CV22 6RR,,11.66,2.33,0,0,0,0,0,0,0,-1.86,-2.5,0,0,9.63
20 Dec 2021 01:08:10 UTC,16780126712,Order,206-2047645-7677944,A_FBA_Penguin_Go_Racer_Toy,"ARSUK Puzzle Penguin Go Racer Track Toy, Climbing Stairs Toys for Toddlers Boys Girls Roller Coaster,, Kids Fun Playing Games with Music",1,amazon.co.uk,Amazon,LITTLE DOWNHAM,,CB6 2DX,,16.66,3.33,0,0,0,0,0,0,0,-3.06,-2.5,0,0,14.43
20 Dec 2021 01:10:22 UTC,16780126712,Order,205-0782997-6304309,FBA_PAN-EU_16pc_Makeup-Brushes,"Makeup Brushes beauty foundation eyebrow brush set eyeshadow brushes for face powder blush eye shadow eyeliner Make up, lip eye brow tools contour hig",1,amazon.co.uk,Amazon,Cambridge,East of England,CB25 0BA,,6.66,1.33,0,0,0,0,0,0,0,-0.65,-2.21,0,0,5.13
20 Dec 2021 01:12:45 UTC,16780126712,Order,204-4235388-6135553,FBA_5.pp_0.20g_Bag of 2000-BLACK,"ARSUK Airsoft BB Pellets Balls High Grade Paintball heavy Duty and Smooth Polished - in Bottles and Bags - 6mm 0.12g,0.20g,0.30g,0.40g BB 2000,3000,40",1,amazon.co.uk,Amazon,BEDFORD,Bedfordshire,MK45 4JR,,5.41,1.08,0,0,0,0,0,0,0,-0.99,-2.21,0,0,3.29
20 Dec 2021 01:15:56 UTC,16780126712,Order,206-0366226-1704350,FBA_A2xpp_0.20g-5000-tub-BLACK,"ARSUK Airsoft BB Pellets Balls High Grade Paintball heavy Duty and Smooth Polished - in Bottles and Bags - 6mm 0.12g,0.20g,0.30g,0.40g BB 2000,3000,40",1,amazon.co.uk,Amazon,Silsoe,Beds,MK45 4GF,,11.79,2.36,0,0,0,0,0,0,0,-2.16,-2.66,0,0,9.33
20 Dec 2021 01:21:42 UTC,16780126712,Order,026-0061262-7525961,S&L_FBA_1197_Stork_Black&White,"Embroidery Scissors Sewing Sharp Shears fabric crafting scissor for Threading Art Home crafts, Office Work, Stainless steel Vintage stork style safety",1,amazon.co.uk,Amazon,WOKING,,GU21 8ST,,2.91,0.58,1.25,0.25,0,0,-1.25,-0.25,0,-0.28,-0.6,0,0,2.61
20 Dec 2021 01:22:19 UTC,16780126712,Order,202-4267505-6547506,ARS-UK-S&L-FBA-10_HM_Marble,"ARSUK 10pcs Large Handmade Flowerish Style Glow in the Dark Doted Style Glass Marbles, Sports Toys & Outdoor (10pcs Handmade Marbles)",1,amazon.co.uk,Amazon,ROCHESTER,Kent,ME1 3EX,,11.66,2.33,0,0,0,0,0,0,0,-2.14,-1.42,0,0,10.43
20 Dec 2021 01:27:13 UTC,16780126712,Order,204-1560923-1318761,FBA_5xpp_Blue-200PCS _(1KG),"Decorative Glass Pebbles, Stones Beads Rounded, Stones, Gems 200PCS (1KG) by ARSUK® (Blue)",1,amazon.co.uk,Amazon,BOURNE,Lincs,PE10 0FU,,7.91,1.58,0,0,0,0,-0.55,-0.11,0,-1.35,-2.66,0,0,4.82
20 Dec 2021 01:28:12 UTC,16780126712,Order,204-2038818-7821954,FBA_Bxpp_ClearPeebles-ARS04-1xPack-500gm,ARSUK 100 Clear Round Decorative Pebbles/Stones/Beads/Nuggets,1,amazon.co.uk,Amazon,Chelmsford,Essex,CM33EY,,8.16,1.63,0,0,0,0,-0.82,-0.16,0,-1.35,-2.21,0,0,5.25
20 Dec 2021 01:29:57 UTC,16780126712,Order,203-6349659-5712356,FBA_ARS_GD004-4PairBootRack,"ARSUK Welly Boot Rack, Wellington Cast Iron Boot Stand, Outdoor Boot Holders for Wellies, Black Indoor Shoe Box for 2 Pairs and 4 Pairs",1,amazon.co.uk,Amazon,Greystones,Co. Wicklow,A63 ED65,MarketplaceFacilitator,27.49,6.32,0,0,0,0,0,0,-6.32,-5.17,-5.58,0,0,16.74
20 Dec 2021 01:32:15 UTC,16780126712,Order,202-2936858-5273134,FBA_ARS_GD04_4_Pair_Boot_Rack,"ARSUK Robust Cast Iron Outdoor Muddy Boot Shoe Footwear Rack, Shoe Storage Cabinet, Welly Racks Boxes, Wellington Small Tall Boot Stand",1,amazon.co.uk,Amazon,ST. ALBANS,Herts,AL3 8DZ,,29.16,5.83,0,0,0,0,0,0,0,-5.35,-4.53,0,0,25.11
20 Dec 2021 01:34:54 UTC,16780126712,Order,203-0758984-3733159,FBA_Electric_peeler_White-B9xPP,ARSUK Electric Peeler Potato Apple Peeling Machine Fruit Vegetable Spiralizer Cutter Automatic Rotating Kitchen Tool,1,amazon.co.uk,Amazon,Bournemouth,Dorset,BH7 6NJ,,14.57,2.92,0,0,0,0,0,0,0,-2.68,-2.5,0,0,12.31
20 Dec 2021 01:35:07 UTC,16780126712,Order,026-7706161-8177122,FBA_Electric_peeler_White-B9xPP,ARSUK Electric Peeler Potato Apple Peeling Machine Fruit Vegetable Spiralizer Cutter Automatic Rotating Kitchen Tool,1,amazon.co.uk,Amazon,Hayes,Middlesex,UB3 3NB,,14.57,2.92,2.49,0.5,0,0,0,0,0,-2.68,-4.99,0,0,12.81
20 Dec 2021 01:36:02 UTC,16780126712,Order,202-5260119-4605941,FBA_Red_Apple_Peeler_New,"ARSUK Apple Peeler Potato Peeler and Spiralizer, Vegetable Peelers for Kitchen, Easy Apple Peeling Machine, Fruit Corer Remover Slicer Spiral Cutter S",1,amazon.co.uk,Amazon,MARCH,Cambs,PE15 0TH,,9.99,2,0,0,0,0,0,0,0,-1.83,-2.5,0,0,7.66
20 Dec 2021 01:42:01 UTC,16780126712,Order,202-9598618-7221963,EU_Axpp_mixed_Marbles_packof40,ARSUK Cat's Eye Coloured Glass Marble Runs Comes in a Bag for Toys Kids Party Gift Playing Ring Hole Off the Wall Games (40 PCs Colour Marbles),1,amazon.co.uk,Amazon,HALESOWEN,WEST MIDLANDS,B62 8TQ,,4.81,0.96,0,0,0,0,0,0,0,-0.88,-1.77,0,0,3.12
20 Dec 2021 01:43:46 UTC,16780126712,Order,204-5614593-8444319,FBA_80043_Ship_Bell_Brass_6inch,"ARSUK Ship Bell, Nautical, Solid Brass Maritime Marine, Boat, School, Dinner, Reception, Home Decor, Wall Mounted, Wall Hanging Antique Hand Bell, Rin",1,amazon.co.uk,Amazon,WIDNES,,WA8 4PE,,21.24,4.25,0,0,0,0,0,0,0,-3.38,-2.66,0,0,19.45
20 Dec 2021 01:47:41 UTC,16780126712,Order,026-5772346-6057147,FBA_Coca_Cola_29cm_Money_Bottle,Plastic Coca Cola Savings - Money Box / Bottle 30cm Fancy Money Box / Novelty Money Box,1,amazon.co.uk,Amazon,Hornchurch,essex,RM124EG,,10.82,2.17,0,0,0,0,-0.22,-0.04,0,-1.95,-2.19,0,0,8.59
20 Dec 2021 01:49:05 UTC,16780126712,Order,205-5485329-1985130,"FBA_A4_Shipbell-3""_Code:1328","ARSUK Ship Bell, Chimes, Nautical, Solid Brass, Maritime Marine, Boat, School, Dinner, Reception, Home Decor, Wall mounted, Wall Hanging, Wind Chimes,",1,amazon.co.uk,Amazon,London,,NW3 6LU,,11.66,2.33,0,0,0,0,0,0,0,-2.14,-2.5,0,0,9.35
20 Dec 2021 01:50:21 UTC,16780126712,Order,204-6830032-1049104,FBA_PAN-EU_16pc_Makeup-Brushes,"Makeup Brushes beauty foundation eyebrow brush set eyeshadow brushes for face powder blush eye shadow eyeliner Make up, lip eye brow tools contour hig",1,amazon.co.uk,Amazon,LIVERPOOL,Merseyside,L21 7PZ,,6.66,1.33,1.39,0.28,0,0,0,0,0,-0.65,-3.6,0,0,5.41
20 Dec 2021 01:51:06 UTC,16780126712,Order,205-6307527-9617105,FBA_Red_Apple_Peeler_New,"ARSUK Apple Peeler Potato Peeler and Spiralizer, Vegetable Peelers for Kitchen, Easy Apple Peeling Machine, Fruit Corer Remover Slicer Spiral Cutter S",1,amazon.co.uk,Amazon,TADCASTER,,LS24 8EP,,9.99,2,0,0,0,0,0,0,0,-1.83,-2.5,0,0,7.66
20 Dec 2021 01:51:15 UTC,16780126712,Order,202-9240663-7006715,A4xpp_code:1328_shipbell_3inch,"ARSUK Ship Bell, Nautical, Solid Brass Maritime Marine, Boat, School, Dinner, Reception, Home Decor, Wall Mounted, Wall Hanging Antique Hand Bell, Rin",1,amazon.co.uk,Amazon,BABWORTH,Nottinghamshire,DN22 8ER,,11.66,2.33,0,0,0,0,0,0,0,-1.86,-2.5,0,0,9.63
20 Dec 2021 01:53:34 UTC,16780126712,Order,202-4864621-9841122,A4xpp_code:1328_shipbell_3inch,"ARSUK Ship Bell, Nautical, Solid Brass Maritime Marine, Boat, School, Dinner, Reception, Home Decor, Wall Mounted, Wall Hanging Antique Hand Bell, Rin",1,amazon.co.uk,Amazon,SOUTHWELL,,NG25 0LU,,11.66,2.33,4.16,0.83,0,0,0,0,0,-1.86,-6.66,0,0,10.46
20 Dec 2021 01:55:30 UTC,16780126712,Order,202-4501966-2829109,A4xpp_code:1328_shipbell_3inch,"ARSUK Ship Bell, Nautical, Solid Brass Maritime Marine, Boat, School, Dinner, Reception, Home Decor, Wall Mounted, Wall Hanging Antique Hand Bell, Rin",1,amazon.co.uk,Amazon,POCKLINGTON,,YO42 2RW,,11.66,2.33,0,0,0,0,0,0,0,-1.86,-2.5,0,0,9.63
20 Dec 2021 01:58:10 UTC,16780126712,Order,026-8963769-4145162,A_FBA_Penguin_Go_Racer_Toy,"ARSUK Puzzle Penguin Go Racer Track Toy, Climbing Stairs Toys for Toddlers Boys Girls Roller Coaster,, Kids Fun Playing Games with Music",1,amazon.co.uk,Amazon,SHEFFIELD,South Yorkshire,S10 5PN,,16.66,3.33,0,0,0,0,0,0,0,-3.06,-2.5,0,0,14.43
20 Dec 2021 02:13:52 UTC,16780126712,Order,203-5649477-3737967,FBA_ARS-BootScraper,"ARSUK Boot Cleaners, Brush, Jack, Rack & Scraper, Robust Cast Iron Outdoor Welly Shoe Remover, Stand, Cabinet & Storage",1,amazon.co.uk,Amazon,RICHMOND,North Yorkshire,DL10 4AS,,30.82,6.17,0,0,0,0,0,0,0,-5.66,-4.14,0,0,27.19
20 Dec 2021 02:15:28 UTC,16780126712,Order,203-2223974-7185135,A_FBA_Penguin_Go_Racer_Toy,"ARSUK Puzzle Penguin Go Racer Track Toy, Climbing Stairs Toys for Toddlers Boys Girls Roller Coaster,, Kids Fun Playing Games with Music",1,amazon.co.uk,Amazon,CROOK,,DL15 8HG,,16.66,3.33,0,0,0,0,0,0,0,-3.06,-2.5,0,0,14.43
20 Dec 2021 02:23:27 UTC,16780126712,Order,206-9302133-6434760,FBA-5xpp_Code:8049_Wooden_Handle,ARSUK Candle Snuffer Set fire extinguisher made of solid brass nickel wood candle cover tool for safe extinguishing (Brass wooden handle),1,amazon.co.uk,Amazon,SHEFFIELD,South Yorkshire,S2 2SD,,7.82,1.57,2.07,0.42,0,0,0,0,0,-1.44,-4.26,0,0,6.18
20 Dec 2021 02:36:22 UTC,16780126712,Order,204-2702943-9166711,FBA-DxD9_Small-120ml_Containers(16pc),Baby Food Container Freezer Cube Trays Weaning Pots Tubs Stacking Containers (Pack 16 Mini),1,amazon.co.uk,Amazon,READING,,RG10 0EU,,12.07,2.42,0,0,0,0,0,0,0,-2.22,-2.33,0,0,9.94
20 Dec 2021 02:39:00 UTC,16780126712,Order,203-5246180-6397114,FBA-5x4p_Clear-Code:ARS04-TP_2xPacks,1Kg Decorative Round Clear Mixed Size Glass Pebbles/Nuggets..16-20mm by ARSUK,1,amazon.co.uk,Amazon,IVER,South bucks,SL09BP,,8.21,1.64,0,0,0,0,0,0,0,-1.51,-2.66,0,0,5.68
20 Dec 2021 03:02:52 UTC,16780126712,Order,026-6756838-6418769,FBA_5.pp_0.20g_Bag of 2000-BLACK,"ARSUK Airsoft BB Pellets Balls High Grade Paintball heavy Duty and Smooth Polished - in Bottles and Bags - 6mm 0.12g,0.20g,0.30g,0.40g BB 2000,3000,40",2,amazon.co.uk,Amazon,St helens,Merseyside,WA117HG,,10.82,2.16,0,0,0,0,0,0,0,-1.98,-4.42,0,0,6.58
20 Dec 2021 03:03:13 UTC,16780126712,Order,204-5088477-0708367,FBA_ARS_GD04_4_Pair_Boot_Rack,"ARSUK Robust Cast Iron Outdoor Muddy Boot Shoe Footwear Rack, Shoe Storage Cabinet, Welly Racks Boxes, Wellington Small Tall Boot Stand",1,amazon.co.uk,Amazon,Skelmersdale,West lancs,WN8 0QF,,29.16,5.83,0,0,0,0,0,0,0,-5.35,-4.53,0,0,25.11
20 Dec 2021 03:04:26 UTC,16780126712,Order,205-4220974-8766727,FBA_27W_Replacement_Bulb_Expp,ARSUK 27W Replacement Fluorescent Light Bulb for Natural Daylight/ Sunlight FML LAMP (Ideal for BB-DL210),1,amazon.co.uk,Amazon,BILLERICAY,Essex,CM11 2BA,,9.42,1.88,0,0,0,0,0,0,0,-1.73,-2.19,0,0,7.38
20 Dec 2021 03:09:06 UTC,16780126712,Order,026-8067342-5497143,A_FBA_Penguin_Go_Racer_Toy,"ARSUK Puzzle Penguin Go Racer Track Toy, Climbing Stairs Toys for Toddlers Boys Girls Roller Coaster,, Kids Fun Playing Games with Music",1,amazon.co.uk,Amazon,WARRINGTON,Cheshire,WA5 2BT,,16.66,3.33,0,0,0,0,0,0,0,-3.06,-2.5,0,0,14.43
20 Dec 2021 03:32:50 UTC,16780126712,Order,203-2098132-8095537,FBA_ARS-CS-B02_Square,"ARSUK Natural Slices Bamboo Square Coaster Set 6pcs with Holder for Any Coffee Table Surface Including Glass, Marble, Granite and Stone",1,amazon.co.uk,Amazon,NOTTINGHAM,,NG15 6WS,,5.62,1.13,0,0,0,0,0,0,0,-1.03,-2.33,0,0,3.39
20 Dec 2021 03:34:48 UTC,16780126712,Order,026-4425099-1709901,FBA3xpp_500gm/packof1_Black_pebble,GLASS PEBBLES FOR AQUARIUM AND DECORATIVE PURPOSE BLACK COLOR- 500 gm,1,amazon.co.uk,Amazon,BURY ST. EDMUNDS,Suffolk,IP28 8YN,,6.91,1.38,0,0,0,0,-0.14,-0.03,0,-1.24,-2.21,0,0,4.67
20 Dec 2021 03:38:52 UTC,16780126712,Order,205-8149404-4901146,Fba_CAxpp_ARS-DL-209_Desk-Lamp_Grey,ARSUK Table Lamp Near Daylight High Vision Desktop Light,1,amazon.co.uk,Amazon,MARKET RASEN,Lincs,LN8 5RN,,27.49,5.5,0,0,0,0,0,0,0,-5.05,-4.14,0,0,23.8
20 Dec 2021 03:39:10 UTC,16780126712,Order,203-6736280-4377904,FBA_Coca_Cola_29cm_Money_Bottle,Plastic Coca Cola Savings - Money Box / Bottle 30cm Fancy Money Box / Novelty Money Box,1,amazon.co.uk,Amazon,KNOTTINGLEY,,WF11 8QQ,,10.82,2.17,0,0,0,0,-0.22,-0.04,0,-1.95,-2.19,0,0,8.59
20 Dec 2021 03:39:18 UTC,16780126712,Order,203-0014454-0905977,FBA_Boot-Scraper:18039-BLK,"ARSUK Boot Scraper with Brushes Outdoors, Welly Boot Remover & Cleaner, Shoe Racks Jack Storage Cabinet, Wellington boot stand, Over the Door Shoe Org",1,amazon.co.uk,Amazon,ELY,,CB7 5HH,,31.66,6.33,0,0,0,0,0,0,0,-5.81,-4.14,0,0,28.04
20 Dec 2021 03:39:29 UTC,16780126712,Order,203-4252665-3682720,FBA_Red_Apple_Peeler_New,"ARSUK Apple Peeler Potato Peeler and Spiralizer, Vegetable Peelers for Kitchen, Easy Apple Peeling Machine, Fruit Corer Remover Slicer Spiral Cutter S",1,amazon.co.uk,Amazon,Barnsley,South Yorkshire,S72 7AB,,9.99,2,0,0,0,0,0,0,0,-1.83,-2.5,0,0,7.66
20 Dec 2021 03:39:34 UTC,16780126712,Order,206-9396471-6649906,8xpp_code:ARS-HM,"ARSUK 10pcs Large Handmade Flowerish Style Glow in the Dark Doted Style Glass Marbles, Sports Toys & Outdoor (10pcs Handmade Marbles)",1,amazon.co.uk,Amazon,KENILWORTH,,CV8 1RR,,11.7,2.34,0,0,0,0,0,0,0,-2.15,-2.21,0,0,9.68
20 Dec 2021 03:43:07 UTC,16780126712,Order,026-3109451-0867539,A_FBA_Penguin_Go_Racer_Toy,"ARSUK Puzzle Penguin Go Racer Track Toy, Climbing Stairs Toys for Toddlers Boys Girls Roller Coaster,, Kids Fun Playing Games with Music",1,amazon.co.uk,Amazon,Denham,Bucks,UB9 5BH,,16.66,3.33,0,0,0,0,0,0,0,-3.06,-2.5,0,0,14.43
20 Dec 2021 03:47:53 UTC,16780126712,Order,026-6325757-8813138,FBA_Dxpp_100psc_ColourMarbles,"ARSUK Cat's Eye Glass Marble Runs, Comes in a bag, Protection against damage, Sports Toys & Outdoor Games (100 Pcs Colour Marble)",1,amazon.co.uk,Amazon,LIVERPOOL,UNITED KINGDOM,L8 3UG,,6.82,1.37,0,0,0,0,-0.27,-0.06,0,-1.2,-2.21,0,0,4.45
20 Dec 2021 03:58:38 UTC,16780126712,Order,026-3437434-7128343,FBA_PAN-EU_Floor_Magnifier,"ARSUK Floor Magnifier Glass Led Lamp, 5x Magnifying Adjustable Gooseneck Arm Ideal For Small Prints, Sewing, Crafts, Arts, Knitting, Studying, Reading",1,amazon.co.uk,Amazon,INVERNESS,Inverness Shire,IV3 8PW,,39.99,8,0,0,0,0,0,0,0,-7.34,-6.59,0,0,34.06
20 Dec 2021 04:03:34 UTC,16780126712,Order,204-0515127-8393903,A_FBA_12gm_Capsule_20_Pack,ARSUK Green Gas Airsoft Airgun Pistol Rifle grenade BB Gun Gas Predator powerlets ultra 12gm Co2 Cartridges Airsoft Capsules Blowback propellant gas (,1,amazon.co.uk,Amazon,Newport,Gwent,NP115GY,,16.66,3.33,0,0,0,0,0,0,0,-3.06,-2.21,0,0,14.72
20 Dec 2021 04:04:48 UTC,16780126712,Order,204-9627925-0342748,FBA_Swing_Target_Metal_Black,ARSUK Airsoft Swinging Target Self Resetting Air Gun Rifle Shooting Metal 37x 26x20 cm,1,amazon.co.uk,Amazon,CHELTENHAM,Gloucestershire,GL54 2PA,,16.66,3.33,0,0,0,0,0,0,0,-3.06,-2.5,0,0,14.43
20 Dec 2021 04:29:16 UTC,16780126712,Order,206-9438039-6750718,UK-S&L-FBA-Makeup-Sponge-3pc,"Beauty Makeup Sponge Blenders , Make up Blending Sponge Set 3-6 Pcs Pack Soft, Multi-Colored Facial Sponges For Blending Foundation, Cream & Powder BE",1,amazon.co.uk,Amazon,PETERLEE,Co Durham,SR8 2AR,,2.7,0.54,0,0,0,0,0,0,0,-0.26,-0.85,0,0,2.13
20 Dec 2021 04:31:28 UTC,16780126712,Order,203-9615655-4156354,FBA_Swing_Target_Metal_Black,ARSUK Airsoft Swinging Target Self Resetting Air Gun Rifle Shooting Metal 37x 26x20 cm,1,amazon.co.uk,Amazon,LISS,,GU33 7AE,,16.58,3.32,0,0,0,0,0,0,0,-3.04,-2.5,0,0,14.36
