date/time,settlement id,type,order id,sku,description,quantity,marketplace,fulfilment,order city,order state,order postal,tax collection model,product sales,product sales tax,postage credits,shipping credits tax,gift wrap credits,giftwrap credits tax,promotional rebates,promotional rebates tax,marketplace withheld tax,selling fees,fba fees,other transaction fees,other,total
2 Jan 2022 08:53:29 UTC,16869293022,Order,204-4671715-8444352,FBA_NZ_Lemon_Mop_Bucket_Set,"NEEZ Mop and Buckets Sets Self-Wringing, 2 Microfiber Mop Heads 360° Magic Spin Floor Cleaning System with Stainless Steel Handle",1,amazon.co.uk,Amazon,BALLYCLARE,Co Antrim,BT39 9HJ,,27.66,5.53,0,0,0,0,0,0,0,-4.4,-5.51,0,0,23.28
2 Jan 2022 09:02:01 UTC,16869293022,Order,205-7976953-0377127,FBA_NZ_GD004-4PairBootRack,"NEEZ Welly Boot Rack, Wellington Cast Iron Boot Stand, Indoor & Outdoor Boot Holders for Wellies, Black Shoe Box (4 Pairs Wellington Boot Rack)",1,amazon.co.uk,Amazon,PAISLEY,Renfrewshire,PA1 3NH,,25.82,5.17,0,0,0,0,0,0,0,-4.74,-5.54,0,0,20.71
2 Jan 2022 09:04:15 UTC,16869293022,Order,204-6258548-3066727,FBA_NZ_GD004-4PairBootRack,"NEEZ Welly Boot Rack, Wellington Cast Iron Boot Stand, Indoor & Outdoor Boot Holders for Wellies, Black Shoe Box (4 Pairs Wellington Boot Rack)",1,amazon.co.uk,Amazon,aberdeen,aberdeenshire,AB11 8ED,,25.82,5.17,0,0,0,0,0,0,0,-4.74,-5.54,0,0,20.71
2 Jan 2022 09:17:04 UTC,16869293022,Order,202-9750782-9858705,FBA_NZ-BootScraper_18039,"NEEZ Boot Cleaners, Brush, Jack, Rack & Scraper, Robust Cast Iron Outdoor Welly Shoe Remover & Mud Cleaners, Stand, Cabinet & Storage",1,amazon.co.uk,Amazon,WOKING,surrey,GU22 8RZ,,27.49,5.5,0,0,0,0,0,0,0,-5.05,-4.14,0,0,23.8
2 Jan 2022 10:35:32 UTC,16869293022,Order,205-5099433-2528306,FBA_NZ-BootScraper_18039,"NEEZ Boot Cleaners, Brush, Jack, Rack & Scraper, Robust Cast Iron Outdoor Welly Shoe Remover & Mud Cleaners, Stand, Cabinet & Storage",1,amazon.co.uk,Amazon,Enfield,Co Meath,A83 N638,MarketplaceFacilitator,27.49,6.32,4.87,1.12,0,0,-4.87,-1.12,-6.32,-5.17,-4.14,0,0,18.18
2 Jan 2022 10:48:13 UTC,16869293022,Order,026-7711549-3313918,FBA_NZ-BootScraper_18039,"NEEZ Boot Cleaners, Brush, Jack, Rack & Scraper, Robust Cast Iron Outdoor Welly Shoe Remover & Mud Cleaners, Stand, Cabinet & Storage",1,amazon.co.uk,Amazon,COLCHESTER,,CO2 8QL,,27.49,5.5,0,0,0,0,0,0,0,-5.05,-4.14,0,0,23.8
2 Jan 2022 10:58:17 UTC,16869293022,Order,205-3689482-8902731,NZ_FBA_Swing_Target_BLK_Metal,"NEEZ Airsoft Swing Target Self Resetting System Holder Cone Funnel BB Pellets Spinning Trap Metal For Airgun, Air Rifle, and Airsoft Pistol",1,amazon.co.uk,Amazon,newtownards,down,BT236PD,,16.41,3.28,0,0,0,0,0,0,0,-3.01,-2.5,0,0,14.18
2 Jan 2022 11:11:00 UTC,16869293022,Order,206-4854075-0480315,NZ_FBA_A0_Code:NZ-TG03-BK-Funnel_Target,NEEZ Airsoft Swinging Target Self Resetting Airgun Hunting Rifle Shooting Metal 37 x 26 x 20 cm (Swing Target) (Funnel Target),1,amazon.co.uk,Amazon,Southsea,Hampshire,PO4 9JT,,14.99,3,0,0,0,0,0,0,0,-2.75,-2.66,0,0,12.58
2 Jan 2022 11:14:12 UTC,16869293022,Order,206-1436708-6040363,fba_5.99_TH_3501-30-chrome,"iDesign 17040 Roll Mounted, Metal Paper Towel Holder Wall, Practical Kitchen Organiser, Chrome",1,amazon.co.uk,Amazon,CHIPPENHAM,,SN15 4FA,,5.91,1.18,0,0,0,0,0,0,0,-1.08,-1.77,0,0,4.24
2 Jan 2022 11:30:37 UTC,16869293022,Order,202-4154277-3699554,FBA_S&L_BB_Loader_120_Rnd_BLK,NEEZ Airsoft Speed Loader 6mm BB Pellets Gun Combat Tactical Military Paintball War Game Quick Hunting Accessories High Loading Tool (120 Round Black),1,amazon.co.uk,Amazon,BALLYCLARE,Co Antrim,BT39 0AS,,5.99,1.2,0.82,0.17,0,0,0,0,0,-1.1,-1.62,0,0,5.46
2 Jan 2022 11:32:02 UTC,16869293022,Order,206-3441482-8594721,FBA_NZ_GD004-4PairBootRack,"NEEZ Welly Boot Rack, Wellington Cast Iron Boot Stand, Indoor & Outdoor Boot Holders for Wellies, Black Shoe Box (4 Pairs Wellington Boot Rack)",1,amazon.co.uk,Amazon,MACMERRY,East Lothian,EH33 1QL,,25.82,5.17,0,0,0,0,0,0,0,-4.74,-5.54,0,0,20.71
2 Jan 2022 11:35:52 UTC,16869293022,Order,203-7870106-7957937,NZ_FBA_Pack_of_10_Co2_Gas_12g,"NEEZ 12g CO2 Cartridges Gas Capsule Cylinder For Rifle, Pistol, BB Gun, Paintball Airgun, Pack 10, 8.3 x 2 x 2 cm",1,amazon.co.uk,Amazon,Salisbury,Wiltshire,SP1 2QX,,9.96,1.99,0,0,0,0,0,0,0,-0.98,-2.21,0,0,8.76
2 Jan 2022 11:42:02 UTC,16869293022,Order,204-3637012-9527502,NZ_FBA_80L_Water_Carrier_Bag,NEEZ Water Carrier Container Storage Bag For Building Construction Garden Showers Farm Equestrian Outdoors Cattle Feeding Livestock Wheelbarrow Bag,1,amazon.co.uk,Amazon,Saltash,Cornwall,PL12 6BY,,8.16,1.63,0,0,0,0,0,0,0,-1.5,-2.5,0,0,5.79
2 Jan 2022 11:46:32 UTC,16869293022,Order,206-0618886-2941911,NZ_FBA_5x69_Colour_Marble_40,"NEEZ Marbles Made of Glass Traditional Toys, Solitaire Puzzles Board Games marbles, Arcade & Table Games, assorted glass marbles, Come in a Net, Pack",2,amazon.co.uk,Amazon,KETTERING,,NN15 5NL,,10.66,2.14,0,0,0,0,-0.54,-0.1,0,-1.86,-3.54,0,0,6.76
2 Jan 2022 12:15:01 UTC,16869293022,Order,202-8464390-5810759,FBA_Desk_Lamp_Grey_Bulb,"NEEZ Desk Lamp 27W Eye-Care Adjustable Gooseneck Table Reading Lamp for Office, Home, Study, Needlework Soft Light",1,amazon.co.uk,Amazon,GLASGOW,Lanarkshire,G71 8JH,,26.49,5.3,1.03,0.21,0,0,0,0,0,-4.86,-5.17,0,0,23
2 Jan 2022 12:38:59 UTC,16869293022,Order,026-3921763-1124308,NZ_GD0400_4_Pair_Rack_Round,"NEEZ Wellington Boot Racks Stand Holder Organizer with Brush, Metal Shoe Wellies Storage Solution - Boot Jack for Welly, Ideal for Indoor and Outdoor",1,amazon.co.uk,Amazon,WEST WICKHAM,Kent,BR4 0PN,,27.49,5.5,0,0,0,0,0,0,0,-5.05,-5.54,0,0,22.4
2 Jan 2022 12:41:44 UTC,16869293022,Order,026-3015877-9061900,UK_S&L-FBA_Colour_Marble_40,"NEEZ Marbles Made of Glass Traditional Toys, Solitaire Puzzles Board Games marbles, Arcade & Table Games, assorted glass marbles, Come in a Net, Pack",1,amazon.co.uk,Amazon,CROYDON,,CR0 9JB,,5.32,1.07,0,0,0,0,0,0,0,-0.98,-1.42,0,0,3.99
2 Jan 2022 12:44:20 UTC,16869293022,Order,202-3276235-0941166,FBA_SM_L_4x99_SCALAR-218,Dental Tooth Scaler Plaque Remover (Perfect for Cats and Dogs) - 6.5 Inch Double Headed Tarter scraper Stainless Steel Teeth Cleaning Tools / picks (6,1,amazon.co.uk,Amazon,ARLESEY,Bedfordshire,SG15 6XL,,4.32,0.86,0,0,0,0,0,0,0,-0.79,-0.6,0,0,3.79
2 Jan 2022 13:06:55 UTC,16869293022,Order,202-4362571-8930749,NZ_FBA_50L_Water_Carrier_Shower_Bag,NEEZ Water Carrier Container Storage Bag For Building Construction Garden Showers Farm Equestrian Outdoors Cattle Feeding Livestock Wheelbarrow Bag (5,1,amazon.co.uk,Amazon,Newport,Gwent,NP10 9SG,,6.49,1.3,0,0,0,0,0,0,0,-1.19,-2.5,0,0,4.1
2 Jan 2022 13:14:45 UTC,16869293022,Order,026-4398482-3257938,FBA_11_31cm_Tan_Case,NEEZ Case for Rifle Pistol Tactical Guard Protection Outdoor Carrying Compact Hard Case Padded Storage (Tan Case 31cm),1,amazon.co.uk,Amazon,TREORCHY,M Glam,CF42 5NG,,14.99,3,0,0,0,0,0,0,0,-2.75,-2.5,0,0,12.74
2 Jan 2022 13:21:34 UTC,16869293022,Order,206-9125737-8422751,NZ_FBA_Electric_Peeler_Black,NEEZ Automatic Apple Peeler Potato Vegetable spiralizer Fruit Peeling Machine Cutter Rotating Kitchen Tool Easy Electric Peeler and Corer (Electric Pe,1,amazon.co.uk,Amazon,Lampeter,,SA488RF,,14.99,3,0,0,0,0,0,0,0,-2.75,-2.5,0,0,12.74
2 Jan 2022 13:41:28 UTC,16869293022,Order,205-4808193-9272338,NZ_FBA_18039_BLK_Boot_Scraper,"NEEZ Boot Scraper, Cast Iron Welly Boot Jack, Shoe Cleaner with Brush, Ideal for Indoor and Outdoor, 3 in 1 Shoe Brush, Jack and Scraper (Boot Scraper",1,amazon.co.uk,Amazon,RAMSGATE,,CT12 4JF,,29.99,6,0,0,0,0,0,0,0,-5.51,-4.14,0,0,26.34
2 Jan 2022 13:45:34 UTC,16869293022,Order,206-9562450-4402726,FBA_NZ_Lemon_Mop_Bucket_Set,"NEEZ Mop and Buckets Sets Self-Wringing, 2 Microfiber Mop Heads 360° Magic Spin Floor Cleaning System with Stainless Steel Handle",1,amazon.co.uk,Amazon,MAESTEG,,CF34 0BL,,27.66,5.53,0,0,0,0,0,0,0,-4.4,-5.51,0,0,23.28
2 Jan 2022 13:48:39 UTC,16869293022,Order,026-0700247-4436327,NZ_FBA_Pack_of_10_Co2_Gas_12g,"NEEZ 12g CO2 Cartridges Gas Capsule Cylinder For Rifle, Pistol, BB Gun, Paintball Airgun, Pack 10, 8.3 x 2 x 2 cm",1,amazon.co.uk,Amazon,MANCHESTER,,M25 3AS,,9.96,1.99,1.87,0.38,0,0,-1.87,-0.38,0,-0.98,-2.21,0,0,8.76
2 Jan 2022 13:48:46 UTC,16869293022,Order,203-4004687-9581166,NZ_FBA_Pack_of_10_Co2_Gas_12g,"NEEZ 12g CO2 Cartridges Gas Capsule Cylinder For Rifle, Pistol, BB Gun, Paintball Airgun, Pack 10, 8.3 x 2 x 2 cm",1,amazon.co.uk,Amazon,LEICESTER,,LE2 3JD,,9.96,1.99,0,0,0,0,0,0,0,-0.98,-2.21,0,0,8.76
2 Jan 2022 13:49:11 UTC,16869293022,Order,203-3709940-9427529,NZ_FBA_6pcs_Glass_Bowl_200ml,Neez Plastic Baby Food Container for Breast Milk & Other Baby Foods Freezer Freezing Cubes BPA Free 8 pcs,1,amazon.co.uk,Amazon,NORWICH,Norfolk,NR6 7PR,,11.66,2.33,0,0,0,0,0,0,0,-2.14,-2.91,0,0,8.94
2 Jan 2022 14:03:12 UTC,16869293022,Order,205-7034233-9148348,FBA_2xpp_ Blue_100Pcs/500gm,"NEEZ Glass Pebbles for Decoration in Aquarium, Vases and Home Decor, Stones Beads Rounded, Nuggets, Mosaic Tiles, Gems in Net Bags 100/200 Pieces ((Bl",1,amazon.co.uk,Amazon,Cromer,Norfolk,NR27 9SW,,6.66,1.33,0,0,0,0,0,0,0,-1.22,-2.21,0,0,4.56
2 Jan 2022 14:11:31 UTC,16869293022,Order,205-5055401-6720342,FBA_27W_Replacement_Bulb,NEEZ 27W Replacement Bulb Natural Sunlight Energy Saving Compact Fluorescent (CFL) 4-pin GX10Q-4 Cap Socket 6400K Tube Light,1,amazon.co.uk,Amazon,Glasgow,,G72 8EH,,8.49,1.7,2.07,0.42,0,0,0,0,0,-1.56,-4.26,0,0,6.86
2 Jan 2022 14:11:51 UTC,16869293022,Order,205-1577672-1225917,UK_S&L-FBA_Colour_Marble_40,"NEEZ Marbles Made of Glass Traditional Toys, Solitaire Puzzles Board Games marbles, Arcade & Table Games, assorted glass marbles, Come in a Net, Pack",1,amazon.co.uk,Amazon,WELLINGBOROUGH,Northamptonshire,NN9 6QL,,5.32,1.07,0,0,0,0,0,0,0,-0.98,-1.42,0,0,3.99
2 Jan 2022 14:28:07 UTC,16869293022,Order,206-3994463-6779520,NZ-FBA-Neck&Desk-Magnifying-Glass,NEEZ Magnifying Glass with Light Led Lamp Giant Magnifier Reading Hands-Free (Neck & Desk Magnifier),1,amazon.co.uk,Amazon,Great Dunmow,Essex,CM6 3AR,,7.66,1.53,0,0,0,0,0,0,0,-1.41,-1.66,0,0,6.12
2 Jan 2022 14:28:58 UTC,16869293022,Order,206-2571490-9717111,FBA_2xpp_ Clear_100Pcs/500gm,"NEEZ Glass Pebbles for Decoration Purpose in Aquarium, Vases and Home Decor, Stones Beads Rounded, Nuggets, Mosaic Tiles, Gems in Net Bags (Clear Pebb",1,amazon.co.uk,Amazon,LEEDS,W Yorkshire,LS20 8EP,,7.49,1.5,0,0,0,0,0,0,0,-1.38,-2.21,0,0,5.4
2 Jan 2022 14:33:17 UTC,16869293022,Order,206-2206584-5686723,FBA_NZ_GD004-4PairBootRack,"NEEZ Welly Boot Rack, Wellington Cast Iron Boot Stand, Indoor & Outdoor Boot Holders for Wellies, Black Shoe Box (4 Pairs Wellington Boot Rack)",1,amazon.co.uk,Amazon,CRAWLEY,,RH11 8NQ,,25.82,5.17,0,0,0,0,0,0,0,-4.74,-5.54,0,0,20.71
2 Jan 2022 14:34:03 UTC,16869293022,Order,026-5705925-6729136,FBA_NZ_GD001-2PairBootRack,"NEEZ Welly Boot Rack, Wellington Cast Iron Boot Stand, Indoor & Outdoor Boot Holders for Wellies, Black Shoe Box (2 Pairs Wellington Boot Rack)",1,amazon.co.uk,Amazon,Reading,Hampshire,RG7 1XU,,24.16,4.83,0,0,0,0,0,0,0,-4.44,-4.14,0,0,20.41
2 Jan 2022 14:35:37 UTC,16869293022,Order,204-3804279-6147545,NZ-FBA-Hands-Free-Magnifying-Glass,Dual-Purpose Magnifier Large Hands Free Magnifying Glass Reading With Led Light,1,amazon.co.uk,Amazon,Gloucester,Glos,GL4 4PE,,8.04,1.61,0,0,0,0,0,0,0,-1.48,-2.21,0,0,5.96
2 Jan 2022 14:42:35 UTC,16869293022,Order,204-4163666-2773164,FBA_27W_Replacement_Bulb,NEEZ 27W Replacement Bulb Natural Sunlight Energy Saving Compact Fluorescent (CFL) 4-pin GX10Q-4 Cap Socket 6400K Tube Light,1,amazon.co.uk,Amazon,LIVERSEDGE,W Yorkshire,WF15 7DB,,8.49,1.7,0,0,0,0,0,0,0,-1.56,-2.19,0,0,6.44
2 Jan 2022 14:46:13 UTC,16869293022,Order,204-6344308-2064341,FBA_NZ_GD004-4PairBootRack,"NEEZ Welly Boot Rack, Wellington Cast Iron Boot Stand, Indoor & Outdoor Boot Holders for Wellies, Black Shoe Box (4 Pairs Wellington Boot Rack)",1,amazon.co.uk,Amazon,Ipswich,Suffolk,IP6 8DB,,25.82,5.17,0,0,0,0,0,0,0,-4.74,-5.54,0,0,20.71
2 Jan 2022 14:51:37 UTC,16869293022,Order,202-2472719-1553129,NZ_GD0400_4_Pair_Rack_Round,"NEEZ Wellington Boot Racks Stand Holder Organizer with Brush, Metal Shoe Wellies Storage Solution - Boot Jack for Welly, Ideal for Indoor and Outdoor",1,amazon.co.uk,Amazon,HOVE,,BN3 6WN,,27.49,5.5,0,0,0,0,0,0,0,-5.05,-5.54,0,0,22.4
2 Jan 2022 15:30:19 UTC,16869293022,Order,202-6714081-6109127,FBA_NZ_GD001-2PairBootRack,"NEEZ Welly Boot Rack, Wellington Cast Iron Boot Stand, Indoor & Outdoor Boot Holders for Wellies, Black Shoe Box (2 Pairs Wellington Boot Rack)",1,amazon.co.uk,Amazon,PETERBOROUGH,,PE8 6XN,,24.16,4.83,0,0,0,0,0,0,0,-4.44,-4.14,0,0,20.41
2 Jan 2022 15:38:45 UTC,16869293022,Order,026-8084015-4547521,fba_5.99_TH_3501-30-chrome,"iDesign 17040 Roll Mounted, Metal Paper Towel Holder Wall, Practical Kitchen Organiser, Chrome",1,amazon.co.uk,Amazon,LIVERPOOL,,L8 4YT,,5.91,1.18,0,0,0,0,0,0,0,-1.08,-1.77,0,0,4.24
2 Jan 2022 15:39:42 UTC,16869293022,Order,205-3823738-2629956,FBA_4x99_Marble_Colour_100,"NEEZ Marbles Made of Glass Traditional Toys, Solitaire Puzzles Board Games marbles, Arcade & Table Games, assorted glass marbles, Come in a Net, Pack",1,amazon.co.uk,Amazon,LISBURN,Co Antrim,BT27 4RP,,6.66,1.33,0,0,0,0,0,0,0,-1.22,-2.21,0,0,4.56
2 Jan 2022 16:06:38 UTC,16869293022,Order,203-5231878-0117138,FBA_NZ_GD004-4PairBootRack,"NEEZ Welly Boot Rack, Wellington Cast Iron Boot Stand, Indoor & Outdoor Boot Holders for Wellies, Black Shoe Box (4 Pairs Wellington Boot Rack)",1,amazon.co.uk,Amazon,Plymouth,Devon,PL8 2FJ,,25.82,5.17,0,0,0,0,0,0,0,-4.74,-5.54,0,0,20.71
2 Jan 2022 16:23:02 UTC,16869293022,Order,205-3306220-3969164,fba_6x99_0.20g_2000_White,"Airsoft BB Pellets 6mm Plastic Balls High Grade Paintball heavy Duty and Smooth Polished - 0.12g, 0.20g, BB 2000, 4000, 5000, 10000 Rounds (0.20g 2000",1,amazon.co.uk,Amazon,THETFORD,Norfolk,IP25 6EU,,8.07,1.62,0,0,0,0,0,0,0,-1.48,-2.5,0,0,5.71
2 Jan 2022 16:27:58 UTC,16869293022,Order,206-4817386-0328306,fba_5.99_TH_3501-30-chrome,"iDesign 17040 Roll Mounted, Metal Paper Towel Holder Wall, Practical Kitchen Organiser, Chrome",1,amazon.co.uk,Amazon,LEIGH-ON-SEA,,SS9 2QP,,5.91,1.18,0,0,0,0,0,0,0,-1.08,-1.77,0,0,4.24
2 Jan 2022 16:28:10 UTC,16869293022,Order,202-0503086-1205125,FBA_SML_3x49_Milky_40,"NEEZ Marbles Made of Glass Traditional Toys, Solitaire Puzzles Board Games marbles, Arcade & Table Games, assorted glass marbles, Come in a Net, Pack",1,amazon.co.uk,Amazon,Colchester,Essex,CO6 1BU,,4.49,0.9,2.49,0.5,0,0,0,0,0,-0.82,-3.91,0,0,3.65
2 Jan 2022 16:39:05 UTC,16869293022,Order,203-6870211-0298727,NZ_FBA_5x69_Colour_Marble_40,"NEEZ Marbles Made of Glass Traditional Toys, Solitaire Puzzles Board Games marbles, Arcade & Table Games, assorted glass marbles, Come in a Net, Pack",1,amazon.co.uk,Amazon,ROTHERHAM,,S63 6FJ,,5.33,1.07,0,0,0,0,0,0,0,-0.98,-1.77,0,0,3.65
2 Jan 2022 16:43:15 UTC,16869293022,Order,202-6381949-3643529,FBA_6x99_0.20g_2000_Black,"NEEZ Airsoft BB Pellets 6mm Plastic Balls High Grade Paintball heavy Duty and Smooth Polished - 0.12g, 0.20g, BB 2000, 4000, 5000, 10000 Rounds (0.20g",1,amazon.co.uk,Amazon,LOWER QUINTON,Warwickshire,CV37 8RZ,,7.82,1.57,0,0,0,0,0,0,0,-1.44,-2.5,0,0,5.45
2 Jan 2022 16:44:23 UTC,16869293022,Order,203-5370542-6457958,NZ_GD0400_4_Pair_Rack_Round,"NEEZ Wellington Boot Racks Stand Holder Organizer with Brush, Metal Shoe Wellies Storage Solution - Boot Jack for Welly, Ideal for Indoor and Outdoor",1,amazon.co.uk,Amazon,Cork,,T12PD7E,MarketplaceFacilitator,27.49,6.32,0,0,0,0,0,0,-6.32,-5.17,-5.54,0,0,16.78
2 Jan 2022 16:47:12 UTC,16869293022,Order,204-8859978-2983555,UK_S&L-FBA_Colour_Marble_40,"NEEZ Marbles Made of Glass Traditional Toys, Solitaire Puzzles Board Games marbles, Arcade & Table Games, assorted glass marbles, Come in a Net, Pack",1,amazon.co.uk,Amazon,LEEDS,W Yorkshire,LS25 1JE,,5.32,1.07,0,0,0,0,0,0,0,-0.98,-1.42,0,0,3.99
2 Jan 2022 17:11:06 UTC,16869293022,Order,205-7394127-9226718,UK_S&L-FBA_Colour_Marble_40,"NEEZ Marbles Made of Glass Traditional Toys, Solitaire Puzzles Board Games marbles, Arcade & Table Games, assorted glass marbles, Come in a Net, Pack",1,amazon.co.uk,Amazon,EXMOUTH,,EX8 1PN,,5.32,1.07,0,0,0,0,0,0,0,-0.98,-1.42,0,0,3.99
2 Jan 2022 17:13:40 UTC,16869293022,Order,026-2249483-2871559,FBA_S&L_BB_Loader_120_Rnd_BLK,NEEZ Airsoft Speed Loader 6mm BB Pellets Gun Combat Tactical Military Paintball War Game Quick Hunting Accessories High Loading Tool (120 Round Black),1,amazon.co.uk,Amazon,YORK,,YO10 5AA,,5.99,1.2,0,0,0,0,0,0,0,-1.1,-0.8,0,0,5.29
2 Jan 2022 17:13:59 UTC,16869293022,Refund,203-0023873-3412308,Code_3166500_ Elegant_Shape_Snuffe,"NEEZ Candle Snuffer Made with Solid Brass, Long Handle Candle Fire Extinguisher - Candle Accessories - (Elegant Shape Snuffer)",1,amazon.co.uk,Amazon,LONDON,,SW10 0AP,,-7.16,-1.43,0,0,0,0,0,0,0,1.05,0,0,0,-7.54
2 Jan 2022 17:13:59 UTC,16869293022,Order,204-0180348-5600379,NZ_FBA_Electric_Peeler_White,NEEZ Automatic Apple Peeler Potato Vegetable spiralizer Fruit Peeling Machine Cutter Rotating Kitchen Tool Easy Electric Peeler and Corer (Electric Pe,1,amazon.co.uk,Amazon,EDWINSTOWE,,NG21 9QW,,14.49,2.9,0,0,0,0,0,0,0,-2.66,-2.5,0,0,12.23
2 Jan 2022 17:14:27 UTC,16869293022,Order,203-2222409-0136342,NZ_GD0400_4_Pair_Rack_Round,"NEEZ Wellington Boot Racks Stand Holder Organizer with Brush, Metal Shoe Wellies Storage Solution - Boot Jack for Welly, Ideal for Indoor and Outdoor",1,amazon.co.uk,Amazon,ROTHERHAM,South Yorkshire,S66 8BL,,27.49,5.5,0,0,0,0,0,0,0,-5.05,-5.54,0,0,22.4
2 Jan 2022 17:17:39 UTC,16869293022,Order,204-0416778-9353116,FBA_NZ-BootScraper_18039,"NEEZ Boot Cleaners, Brush, Jack, Rack & Scraper, Robust Cast Iron Outdoor Welly Shoe Remover & Mud Cleaners, Stand, Cabinet & Storage",1,amazon.co.uk,Amazon,Hurst Green,Kent,TN19 7RG,,27.49,5.5,0,0,0,0,0,0,0,-5.05,-4.14,0,0,23.8
2 Jan 2022 17:18:43 UTC,16869293022,Order,206-1401519-2568320,FBA_NZ_GD004-4PairBootRack,"NEEZ Welly Boot Rack, Wellington Cast Iron Boot Stand, Indoor & Outdoor Boot Holders for Wellies, Black Shoe Box (4 Pairs Wellington Boot Rack)",1,amazon.co.uk,Amazon,CROWBOROUGH,,TN6 1HU,,25.82,5.17,0,0,0,0,0,0,0,-4.74,-5.54,0,0,20.71
2 Jan 2022 17:21:48 UTC,16869293022,Adjustment,202-1087057-4785923,FBA_0.20g_10000_White_Pellets,FBA Inventory Reimbursement - Customer Return,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9.46,9.46
2 Jan 2022 17:23:16 UTC,16869293022,Order,026-7876084-6387546,fba_5.99_TH_3501-30-chrome,"iDesign 17040 Roll Mounted, Metal Paper Towel Holder Wall, Practical Kitchen Organiser, Chrome",1,amazon.co.uk,Amazon,ROTHERHAM,,S60 5NF,,5.91,1.18,0,0,0,0,0,0,0,-1.08,-1.77,0,0,4.24
2 Jan 2022 17:31:04 UTC,16869293022,Order,026-8313444-0714720,NZ_FBA_Pack_of_10_Co2_Gas_12g,"NEEZ 12g CO2 Cartridges Gas Capsule Cylinder For Rifle, Pistol, BB Gun, Paintball Airgun, Pack 10, 8.3 x 2 x 2 cm",1,amazon.co.uk,Amazon,YORK,,YO23 2SP,,9.96,1.99,0,0,0,0,0,0,0,-0.98,-2.21,0,0,8.76
2 Jan 2022 17:31:10 UTC,16869293022,Order,204-5799596-5881908,SM_L_3x49_Colour_Marble_40,"NEEZ Marbles Made of Glass Traditional Toys, Solitaire Puzzles Board Games marbles, Arcade & Table Games, assorted glass marbles, Come in a Net, Pack",1,amazon.co.uk,Amazon,SOUTHPORT,,PR8 2DE,,5.57,1.12,0,0,0,0,0,0,0,-1.02,-0.85,0,0,4.82
