Datum/Uhrzeit	Abrechnungsnummer	Typ	Bestellnummer	SKU	Beschreibung	Menge	Marketplace	Versand	Ort der Bestellung	Bundesland	Postleitzahl	Steuererhebungsmodell	Umsätze	Produktumsatzsteuer	Gutschrift für Versandkosten	Steuer auf Versandgutschrift	Gutschrift für Geschenkverpackung	Steuer auf Geschenkverpackungsgutschriften	Rabatte aus Werbeaktionen	Steuer auf Aktionsrabatte	Einbehaltene Steuer auf Marketplace	Verkaufsgebühren	Gebühren zu Versand durch Amazon	Andere Transaktionsgebühren	Andere	Gesamt
02.01.2022 10:21:37 UTC	16869869152	Bestellung	302-1828452-3875567	FBA_27W_naturalbulb_packof1_Expp	ARSUK Leuchtstoffröhre. 27 W	1	amazon.de	Amazon	Bremen		28307	MarketplaceFacilitator	8.82	1.67	0	0	0	0	0	0	-1.67	-1.57	-2.66	0	0	4.59
02.01.2022 10:37:26 UTC	16869869152	Bestellung	302-1609115-4631500	Fba_Arsuk_Replacement_6xpp	ARSUK Leuchtmittel Leuchtstoffröhre 27W Ersatz für Tischleuchte. in der Nähe von Tageslicht High Vision Desktop Light 4-polig (Leuchtstoffröhre 27	1	amazon.de	Amazon	Greifswald		17489	MarketplaceFacilitator	10.33	1.96	0	0	0	0	0	0	-1.96	-1.84	-2.52	0	0	5.97
02.01.2022 10:56:28 UTC	16869869152	Bestellung	028-9525942-9325168	Fba_Chitsmastree_bag_Fx4p	ARSUK Aufbewahrungstasche für Weihnachtsbaum. Transporthülle. Schutzhülle. Tragtasche. Aufbewahrungsbeutel. Christmas Tree Storage Bag Geeignet fü	1	amazon.de	Amazon	Schönebeck		39218	MarketplaceFacilitator	10.08	1.91	0	0	0	0	0	0	-1.91	-1.8	-2.95	0	0	5.33
02.01.2022 11:36:19 UTC	16869869152	Bestellung	306-0052793-3527510	8xpp_code:ARS-HM	ARSUK große handgemachte blumige im Dunkeln leuchtende Gepunktete Glasmurmeln Verschiedene Sportspielzeuge Kinderspiele Laufen	1	amazon.de	Amazon	Leipzig		4177	MarketplaceFacilitator	11.59	2.2	0.83	0.16	0	0	-1.07	-0.2	-2.16	-2.03	-2.52	0	0	6.8
02.01.2022 11:51:36 UTC	16869869152	Erstattung	305-7842519-8033945	EU_neck&Desk_MAGNIFIER-MG11B-1	ARSUK Vergrößerungsglas. Leselupen. LED Licht Beleuchtete Lupe Lesehilfen & Vergrößerung (Hals und Schreibtischlupe)	1	amazon.de	Amazon	Neuenrade	Nrw	58809	MarketplaceFacilitator	-11.55	-2.2	0	0	0	0	0	0	2.2	1.65	0	0	0	-9.9
02.01.2022 12:05:53 UTC	16869869152	Bestellung	303-5062060-7941965	FBA_A2xpp_0.20g-5000-tub-White	ARSUK Softair Kugeln Munition Paintball Hochwertige BB. High Grade 6mm - 0.20g. Gewehr Sniper Waffen Erwachsene Jagdsport Zubehör	1	amazon.de	Amazon	Drensteinfurt		48317	MarketplaceFacilitator	13.45	2.55	3.35	0.64	0	0	0	0	-3.19	-2.4	-7.29	0	0	7.11
02.01.2022 12:06:21 UTC	16869869152	Bestellung	304-7278610-1392357	FBA_6xppBabyContainerARS-78805Medium8pcs	ARSUK Aufbewahrungsbehälter für Babynahrung Gefrierfest Mikrowellengeeignet Luftdicht Kleines Container Set. 8 Stück. 250ml BPA-Frei	1	amazon.de	Amazon	Stolberg		52223	MarketplaceFacilitator	10.08	1.91	0	0	0	0	0	0	-1.91	-1.8	-2.95	0	0	5.33
02.01.2022 12:10:58 UTC	16869869152	Bestellung	305-3240539-7515517	FBA_Electric_peeler_White-B9xPP	ARSUK Multifunktion Elektrisch Schäler Automatisch Drehen Apfel Schäler Kartoffel Schälen Maschine Gemüse Cutter Rostfreier Stahl Küche Peeling W	1	amazon.de	Amazon	Arnsberg		59821	MarketplaceFacilitator	16.21	3.08	0	0	0	0	0	0	-3.08	-2.89	-3.38	0	0	9.94
02.01.2022 12:12:47 UTC	16869869152	Bestellung	305-2796386-7795560	FBA_8xc9_0.20g-2K-Pellets-BLACK	ARSUK Softair Kugeln Munition Paintball Hochwertige BB. High Grade 6mm - 0.20g. Gewehr Sniper Waffen Erwachsene Jagdsport Zubehör	1	amazon.de	Amazon	Dudenhofen		67373	MarketplaceFacilitator	9.24	1.76	0	0	0	0	0	0	-1.76	-1.65	-2.52	0	0	5.07
02.01.2022 14:03:22 UTC	16869869152	Bestellung	304-3698309-3834735	FBA_27W_Replacement_Bulb_Expp	ARSUK Leuchtstoffröhre 27 W. Ersatz für natürliches Tageslicht / Sonneneinstrahlung. FML-Lampe. ideal für BB-DL210 [Energieklasse A+++] (27W Ersat	1	amazon.de	Amazon	sinsheim-hammerau		74889	MarketplaceFacilitator	12.6	2.39	0	0	0	0	0	0	-2.39	-2.25	-2.66	0	0	7.69
02.01.2022 14:11:31 UTC	16869869152	Bestellung	028-2858027-2909143	FBA_27W_Replacement_Bulb_Expp	ARSUK Leuchtstoffröhre 27 W. Ersatz für natürliches Tageslicht / Sonneneinstrahlung. FML-Lampe. ideal für BB-DL210 [Energieklasse A+++] (27W Ersat	1	amazon.de	Amazon	Winsen (Luhe)		21423	MarketplaceFacilitator	12.6	2.39	0	0	0	0	0	0	-2.39	-2.25	-2.66	0	0	7.69
02.01.2022 14:27:28 UTC	16869869152	Bestellung	303-0032428-6935553	FBA_27W_Replacement_Bulb_Expp	ARSUK Leuchtstoffröhre 27 W. Ersatz für natürliches Tageslicht / Sonneneinstrahlung. FML-Lampe. ideal für BB-DL210 [Energieklasse A+++] (27W Ersat	1	amazon.de	Amazon	Mühlhausen		69242	MarketplaceFacilitator	12.6	2.39	0	0	0	0	0	0	-2.39	-2.25	-2.66	0	0	7.69
02.01.2022 14:55:03 UTC	16869869152	Bestellung	306-0378950-7749951	A4xpp_code:1328_shipbell_3inch	ARSUK Schiffsglocke Türklingel Messing Wand Tür Bahnhofs antik Vintage Entwurfs Garten Glocke für Schulempfang. Abendessen. Shop. Hotelservice. Han	1	amazon.de	Amazon	Niederkassel		53859	MarketplaceFacilitator	25.2	4.79	0	0	0	0	0	0	-4.79	-3.9	-3.38	0	0	17.92
02.01.2022 15:06:39 UTC	16869869152	Versand durch Amazon Lagergebühr	211230Z4Q		Versand durch Amazon Gebühr für Rücksendung		Amazon.de						0	0	0	0	0	0	0	0	0	0	0	0	-0.3	-0.3
02.01.2022 15:07:07 UTC	16869869152	Versand durch Amazon Lagergebühr	211230Z4Q		Versand durch Amazon Gebühr für Rücksendung		Amazon.de						0	0	0	0	0	0	0	0	0	0	0	0	-0.6	-0.6
02.01.2022 15:37:51 UTC	16869869152	Bestellung	306-5092112-6087547	FBA_ARS_Code:31666_Can_Snuffer_Set	ARSUK Candle Snuffer Set Feuerlöscher aus massivem Messing Nickel Holz Kerzenabdeckung Werkzeug zum sicheren Löschen (Messing_Snuffer_Set_3 STK)	1	amazon.de	Amazon	Hennef-Happerschoß	Deutschland	53773	MarketplaceFacilitator	12.6	2.39	0	0	0	0	0	0	-2.39	-2.25	-2.52	0	0	7.83
02.01.2022 16:19:32 UTC	16869869152	Bestellung	304-1025583-4062755	5xpp_code:31665_Snuffer-	ARSUK Candle Snuffer Set Feuerlöscher aus massivem Messing Nickel Holz Kerzenabdeckung Werkzeug zum sicheren Löschen (Messing-Elegant)	1	amazon.de	Amazon	Haiger	Hessen	35708	MarketplaceFacilitator	12.76	2.43	0	0	0	0	0	0	-2.43	-2.28	-2.66	0	0	7.82
02.01.2022 17:18:23 UTC	16869869152	Bestellung	306-7236952-9901115	EU_Speed_Loader_90_rounds_BLK_Cxpp	ARSUK Airsoft BB Geschwindigkeit Lader 90 Runden Hoch Wird geladen Werkzeuge Zum 6mm BB Pellets. Airsoft BBs Gun. Pistole. und Zeitschrift	1	amazon.de	Amazon	Braunfels	Hessen	35619	MarketplaceFacilitator	6.72	1.28	0	0	0	0	0	0	-1.28	-1.2	-1.88	0	0	3.64
02.01.2022 18:19:17 UTC	16869869152	Bestellung	306-8961606-4392365	A4xpp_code:1328_shipbell_3inch	ARSUK Schiffsglocke Türklingel Messing Wand Tür Bahnhofs antik Vintage Entwurfs Garten Glocke für Schulempfang. Abendessen. Shop. Hotelservice. Han	1	amazon.de	Amazon	Köln		50676	MarketplaceFacilitator	25.2	4.79	0	0	0	0	0	0	-4.79	-3.9	-3.38	0	0	17.92
02.01.2022 18:48:33 UTC	16869869152	Bestellung	305-6324556-5312313	FBA_27W_Replacement_Bulb_Expp	ARSUK Leuchtstoffröhre 27 W. Ersatz für natürliches Tageslicht / Sonneneinstrahlung. FML-Lampe. ideal für BB-DL210 [Energieklasse A+++] (27W Ersat	1	amazon.de	Amazon	Neuwied	Rheinland-Pfalz	56567	MarketplaceFacilitator	12.6	2.39	0	0	0	0	0	0	-2.39	-2.25	-2.66	0	0	7.69
02.01.2022 18:48:46 UTC	16869869152	Bestellung	303-7185189-1896366	FBA_27W_Replacement_Bulb_Expp	ARSUK Leuchtstoffröhre 27 W. Ersatz für natürliches Tageslicht / Sonneneinstrahlung. FML-Lampe. ideal für BB-DL210 [Energieklasse A+++] (27W Ersat	1	amazon.de	Amazon	Bad Königshofen	Bayern	97631	MarketplaceFacilitator	12.6	2.39	3.35	0.64	0	0	0	0	-3.03	-2.25	-5.93	0	0	7.77
02.01.2022 18:58:57 UTC	16869869152	Bestellung	302-6133485-6614729	9xpp_baby-cont-ARS-78805-MEDIUM-16pc	ARSUK Babynahrung Aufbewahrung. zubereitet snackbox für Toddlers and Babies Kinder 16-teilig. 250 ml. BPA-Frei	1	amazon.de	Amazon	Großenaspe		24623	MarketplaceFacilitator	14.28	2.71	3.35	0.64	0	0	0	0	-3.35	-2.55	-6.62	0	0	8.46
02.01.2022 19:02:39 UTC	16869869152	Bestellung	304-0285279-7949110	FBA_A2xpp_0.20g-5000-tub-White	ARSUK Softair Kugeln Munition Paintball Hochwertige BB. High Grade 6mm - 0.20g. Gewehr Sniper Waffen Erwachsene Jagdsport Zubehör	1	amazon.de	Amazon	Neusäss		86356	MarketplaceFacilitator	13.45	2.55	0	0	0	0	0	0	-2.55	-2.4	-3.99	0	0	7.06
02.01.2022 19:40:42 UTC	16869869152	Bestellung	304-4586011-4109916	DxPP_Milky_White_marble_200pc	ARSUK Cat's Eye Farbiger Glasmarmor läuft. kommt in Einer Tasche. Schutz vor Beschädigung. Sportspielzeug & Outdoor-Spiele (200 Stück milchiger Mar	1	amazon.de	Amazon	Grebenstein	Deutschland	34393	MarketplaceFacilitator	7.81	1.48	0	0	0	0	0	0	-1.48	-1.39	-3.99	0	0	2.43
02.01.2022 20:24:59 UTC	16869869152	Bestellung	303-9047749-4011525	FBA_6xppBabyContainerARS-78805Medium8pcs	ARSUK Aufbewahrungsbehälter für Babynahrung Gefrierfest Mikrowellengeeignet Luftdicht Kleines Container Set. 8 Stück. 250ml BPA-Frei	1	amazon.de	Amazon	Halbe		15757	MarketplaceFacilitator	10.08	1.91	0	0	0	0	0	0	-1.91	-1.8	-2.95	0	0	5.33
02.01.2022 21:14:37 UTC	16869869152	Bestellung	306-5628555-5436361	FBA_8pcs-plastic-box-Small	ARSUK Mini-Vorratsbehälter 8 Stück - 120ml. Mehrfarbig. Kunststoff. BPA-Frei. 5.7x5.7x3.8cm BPA-Frei	1	amazon.de	Amazon	Broock	Mecklenburg-Vorpommern	19386	MarketplaceFacilitator	8.82	1.67	0	0	0	0	0	0	-1.67	-1.57	-2.66	0	0	4.59
02.01.2022 21:22:11 UTC	16869869152	Bestellung	306-1709844-9161934	FBA_Cxpp_0.20g-2K-Bio-Pellets-WHT	ARSUK Softair Kugeln Munition Paintball Hochwertige BB. High Grade 6mm - 0.20g. Gewehr Sniper Waffen Erwachsene Jagdsport Zubehör	1	amazon.de	Amazon	Philippsthal		36269	MarketplaceFacilitator	9.24	1.76	0	0	0	0	0	0	-1.76	-1.65	-2.52	0	0	5.07
02.01.2022 22:34:02 UTC	16869869152	Bestellung	303-3426186-2777952	SML-07x4p_3501-30-Black_Matt_TH_Wall	ARSUK Küchenrollenhalter Papierhandtuchgewebe Großes Spenderregal Wandmontage passt in einen Schrank oder unter Schrank Metall (Schwarzer Matt)	1	amazon.de	Amazon	Brühl	Nordrhein-Westfalen	50321	MarketplaceFacilitator	5.87	1.12	0	0	0	0	0	0	-1.12	-1.05	-1.95	0	0	2.87
02.01.2022 22:34:46 UTC	16869869152	Bestellung	028-0514451-0420309	FBA_apple_peeler_red_70099	ARSUK Apfelschäler. Corer. Kartoffel Obst Schäler und Cutter. Schälmaschine. Rotierend Apfel Schäler mit Saugwirkung Tasse (Apfelschäler: Rot)	1	amazon.de	Amazon	Breitenbrunn		87739	MarketplaceFacilitator	11.34	2.15	0	0	0	0	0	0	-2.15	-2.02	-3.38	0	0	5.94
02.01.2022 22:35:49 UTC	16869869152	Bestellung	305-5029001-9461128	FBA_8xc9_0.20g-2K-Pellets-WHT	ARSUK Softair Kugeln Munition Paintball Hochwertige BB. High Grade 6mm. 0.20g. Gewehr Sniper Waffen Erwachsene Jagdsport Zubehör	1	amazon.de	Amazon	Bonn		53229	MarketplaceFacilitator	9.2	1.75	3.35	0.64	0	0	0	0	-2.39	-1.64	-5.87	0	0	5.04
02.01.2022 22:41:39 UTC	16869869152	Bestellung	302-0019251-8116339	A_FBA_Pellet_Trap_Shooting_Target	ARSUK Airsoft Selbst Zurücksetzen Magnetisch Luft Gewehr Klopfen Runter Stahl Schießen Ziel. Pellet Fänger Ziel	1	amazon.de	Amazon	Hamburg		22589	MarketplaceFacilitator	24.37	4.63	0	0	0	0	0	0	-4.63	-4.35	-9.64	0	0	10.38
02.01.2022 22:41:48 UTC	16869869152	Bestellung	305-4266452-5324333	FBA_apple_peeler_red_70099	ARSUK Apfelschäler. Corer. Kartoffel Obst Schäler und Cutter. Schälmaschine. Rotierend Apfel Schäler mit Saugwirkung Tasse (Apfelschäler: Rot)	1	amazon.de	Amazon	Recklinghausen	Nordrhein-Westfalen	45657	MarketplaceFacilitator	11.34	2.15	0	0	0	0	0	0	-2.15	-2.02	-3.38	0	0	5.94
02.01.2022 23:01:33 UTC	16869869152	Bestellung	305-9678825-2617909	FBA_Dxpp_100psc_ColourMarbles	ARSUK Glasmurmeln. Spielzeug. Deko Kugeln Durchsichtig Klare Glasmurmeln. Dekoration Glaskügelchen bunt	1	amazon.de	Amazon	Bad Goisern	Oberösterreich	4822	MarketplaceFacilitator	7.76	1.55	0	0	0	0	0	0	-1.55	-1.4	-2.52	0	0	3.84
02.01.2022 23:01:40 UTC	16869869152	Bestellung	306-5531640-7715554	9xpp_baby-cont-ARS-78805-MEDIUM-16pc	ARSUK Babynahrung Aufbewahrung. zubereitet snackbox für Toddlers and Babies Kinder 16-teilig. 250 ml. BPA-Frei	1	amazon.de	Amazon	Neuss		41460	MarketplaceFacilitator	14.28	2.71	0	0	0	0	0	0	-2.71	-2.55	-3.38	0	0	8.35
02.01.2022 23:04:06 UTC	16869869152	Bestellung	305-1577681-8131560	FBA_9xPP_0.20G-10000-BB_Pellets_White	ARSUK Airsoft BB Pellets Bälle Hochwertiger Paintball Hochleistungs und glatt poliert - 6 mm. 0.20 g. 10000 Runden	1	amazon.de	Amazon	Haren (ems)	Niedersachsen	49733	MarketplaceFacilitator	20.17	3.83	0	0	0	0	0	0	-3.83	-3.6	-4.77	0	0	11.8
02.01.2022 23:10:17 UTC	16869869152	Bestellung	306-2311861-5811567	FBA_Spraying_Mop_Purple_600ml_a2xpp	Spritzen Wischmopp für Laminat Und Fliesen. Marmor. Holz. Bodenstehend. Active Sprühflasche Fegen (Lila Wischmopp 600ml)	1	amazon.de	Amazon	Schwarzenbruck	Bayern	90592	MarketplaceFacilitator	15.96	3.03	3.35	0.64	0	0	0	0	-3.67	-2.85	-7.26	0	0	9.2
02.01.2022 23:10:17 UTC	16869869152	Bestellung	028-4408202-5624355	FBA_27W_naturalbulb_packof1_Expp	ARSUK Leuchtstoffröhre. 27 W	1	amazon.de	Amazon	Seewald	Baden-Württemberg	72297	MarketplaceFacilitator	8.82	1.67	0	0	0	0	0	0	-1.67	-1.57	-2.66	0	0	4.59
02.01.2022 23:25:26 UTC	16869869152	Bestellung	306-8094631-8815523	DxPP_Milky_White_marble_200pc	ARSUK Cat's Eye Farbiger Glasmarmor läuft. kommt in Einer Tasche. Schutz vor Beschädigung. Sportspielzeug & Outdoor-Spiele (200 Stück milchiger Mar	1	amazon.de	Amazon	Hockenheim	Deutschland	68766	MarketplaceFacilitator	7.81	1.48	0	0	0	0	0	0	-1.48	-1.39	-3.99	0	0	2.43
02.01.2022 23:26:22 UTC	16869869152	Bestellung	028-7717382-4575500	FBA_TL-Th_holder_Code_Tol-06-Black	ARSUK Toilettenpapierhalter mit Handyregal. Wand-Seidenpapierspender für die Küche im Badezimmer. Klebstoff- und Schraubenmontage (Schwarz)	1	amazon.de	Amazon	Ballrechten-Dottingen		79282	MarketplaceFacilitator	11	2.09	0	0	0	0	0	0	-2.09	-1.7	-3.38	0	0	5.92
02.01.2022 23:41:31 UTC	16869869152	Bestellung	302-7276391-5456344	FBA_Spraying_Mop_Green_600ml_A2xpp	ARSUK Spray Mop für Hartholz-Laminatfliesen Marmorboden Nasses und trockenes Vinyl mit Active-Trigger-Fensterreiniger	1	amazon.de	Amazon	Straufhain		98646	MarketplaceFacilitator	15.12	2.87	0	0	0	0	0	0	-2.87	-2.7	-3.99	0	0	8.43
02.01.2022 23:43:50 UTC	16869869152	Bestellung	306-6728756-9929903	FBA_Purple_SprayingMop_600ml_A2xpp	ARSUK Sprühen Mopp Wasser Sprühen Bodenreiniger Fliesen Marmor Küche 600 ml Micro Fibre	1	amazon.de	Amazon	Wien		1110	MarketplaceFacilitator	15.96	3.19	0	0	0	0	0	0	-3.19	-2.87	-3.99	0	0	9.1
02.01.2022 23:51:12 UTC	16869869152	Bestellung	306-5929482-4457948	FBA_Green_SprayingMop_600ml_A2xpp	ARSUK Sprühen Mopp Wasser Sprühen Bodenreiniger Fliesen Marmor Küche 600 ml Micro Fibre (Grün Spray Mop 600ml)	1	amazon.de	Amazon	Niederösterreich		2601	MarketplaceFacilitator	14.95	2.99	0	0	0	0	0	0	-2.99	-2.69	-3.99	0	0	8.27
03.01.2022 00:12:41 UTC	16869869152	Bestellung	302-2851481-6127546	FBA_4PP_10pc_Glow_inthedark_Marbles	ARSUK 10pcs Large Handmade Flowerish Style Glow in The Dark Punktierte Glasmurmeln. Schutz vor Beschädigungen. Sportspielzeug & Outdoor (10 Stück im	1	amazon.de	Amazon	Klagenfurt	Kärnten	9020	MarketplaceFacilitator	11.84	2.37	1.67	0.33	0	0	-1.9	-0.38	-2.32	-2.09	-2.52	0	0	7
03.01.2022 00:16:06 UTC	16869869152	Bestellung	028-4767704-3713960	EU_Speed_Loader_90_rounds_BLK_Cxpp	ARSUK Airsoft BB Geschwindigkeit Lader 90 Runden Hoch Wird geladen Werkzeuge Zum 6mm BB Pellets. Airsoft BBs Gun. Pistole. und Zeitschrift	1	amazon.de	Amazon	Karlskron		85123	MarketplaceFacilitator	6.72	1.28	0	0	0	0	0	0	-1.28	-1.2	-1.88	0	0	3.64
03.01.2022 00:17:02 UTC	16869869152	Bestellung	302-3399136-6502723	Fba_Arsuk_Replacement_6xpp	ARSUK Leuchtmittel Leuchtstoffröhre 27W Ersatz für Tischleuchte. in der Nähe von Tageslicht High Vision Desktop Light 4-polig (Leuchtstoffröhre 27	1	amazon.de	Amazon	Hohen Neuendorf	Brandenburg	16540	MarketplaceFacilitator	10.33	1.96	0	0	0	0	0	0	-1.96	-1.84	-2.52	0	0	5.97
03.01.2022 00:17:52 UTC	16869869152	Bestellung	305-9340824-7640319	FBA_1X_27W Replacement Bulb-8X99	ARSUK Ersatz-Leuchtmittel für Tageslicht-Leselampen. 27 W. 4-polig. GX10Q-4. Vierfachröhre (6500 K)	1	amazon.de	Amazon	Schönfließ	Brandenburg	16567	MarketplaceFacilitator	10.63	2.02	0	0	0	0	0	0	-2.02	-1.9	-2.66	0	0	6.07
03.01.2022 00:20:29 UTC	16869869152	Bestellung	302-3228025-9949968	FBA_Cxpp_0.20g-2K-Bio-Pellets-WHT	ARSUK Softair Kugeln Munition Paintball Hochwertige BB. High Grade 6mm - 0.20g. Gewehr Sniper Waffen Erwachsene Jagdsport Zubehör	1	amazon.de	Amazon	Ludwigsfelde	Brandenburg	14974	MarketplaceFacilitator	9.24	1.76	0	0	0	0	0	0	-1.76	-1.65	-2.52	0	0	5.07
